tournament_id,year,team_name,matches,wins,losses,draws,goals_for,goals_against,goal_difference,knockout_matches,win_rate,goals_for_per_match,goals_against_per_match,team_id,team_code,region_name,confederation_code,is_host,position,performance,stage_score_from_label,stage_score,stage_reached,champion,finalist,semifinalist,reached_knockout,pre_wc_matches,pre_wc_points_per_match,pre_wc_win_rate,pre_wc_goal_diff_per_match,pre_wc_goals_for_per_match,pre_wc_goals_against_per_match,historical_tournaments_before,historical_matches_before,historical_wins_before,historical_best_stage_before
WC-2010,2010,Cameroon,3,0,3,0,2,5,-3,0,0.0,0.6666666666666666,1.6666666666666667,T-11,CMR,Africa,CAF,0,,group stage,1,1,Group stage,0,0,0,0,17,1.5294117647058822,0.4117647058823529,0.35294117647058826,1.5294117647058822,1.1764705882352942,5,17,4,3
WC-2014,2014,Cameroon,3,0,3,0,1,9,-8,0,0.0,0.3333333333333333,3.0,T-11,CMR,Africa,CAF,0,,group stage,1,1,Group stage,0,0,0,0,9,1.6666666666666667,0.4444444444444444,0.2222222222222222,1.3333333333333333,1.1111111111111112,6,20,4,3
WC-2022,2022,Cameroon,3,1,1,1,4,4,0,0,0.3333333333333333,1.3333333333333333,1.3333333333333333,T-11,CMR,Africa,CAF,0,,group stage,1,1,Group stage,0,0,0,0,14,1.6428571428571428,0.42857142857142855,0.35714285714285715,1.3571428571428572,1.0,7,23,4,3
WC-1986,1986,Canada,3,0,3,0,0,5,-5,0,0.0,0.0,1.6666666666666667,T-12,CAN,North America,CONCACAF,0,,group stage,1,1,Group stage,0,0,0,0,12,1.25,0.3333333333333333,-0.75,0.8333333333333334,1.5833333333333333,0,0,0,3
WC-2022,2022,Canada,3,0,3,0,2,7,-5,0,0.0,0.6666666666666666,2.3333333333333335,T-12,CAN,North America,CONCACAF,0,,group stage,1,1,Group stage,0,0,0,0,12,1.8333333333333333,0.5833333333333334,1.0,1.75,0.75,1,3,0,1
WC-1930,1930,Chile,3,2,1,0,5,3,2,0,0.6666666666666666,1.6666666666666667,1.0,T-13,CHL,South America,CONMEBOL,0,,group stage,1,1,Group stage,0,0,0,0,0,,,,,,0,0,0,1
WC-1950,1950,Chile,3,1,2,0,5,6,-1,0,0.3333333333333333,1.6666666666666667,2.0,T-13,CHL,South America,CONMEBOL,0,,group stage,1,1,Group stage,0,0,0,0,4,1.5,0.5,0.0,2.0,2.0,1,3,2,1
WC-1962,1962,Chile,6,4,2,0,10,8,2,3,0.6666666666666666,1.6666666666666667,1.3333333333333333,T-13,CHL,South America,CONMEBOL,1,3.0,third-place match,4,4,Semi-finals/top four,0,0,1,1,4,1.0,0.25,0.5,1.75,1.25,2,6,3,1
WC-1966,1966,Chile,3,0,2,1,2,5,-3,0,0.0,0.6666666666666666,1.6666666666666667,T-13,CHL,South America,CONMEBOL,0,,group stage,1,1,Group stage,0,0,0,0,16,1.125,0.3125,-0.0625,1.375,1.4375,3,12,7,4
WC-1974,1974,Chile,3,0,1,2,1,2,-1,0,0.0,0.3333333333333333,0.6666666666666666,T-13,CHL,South America,CONMEBOL,0,,group stage,1,1,Group stage,0,0,0,0,10,2.0,0.6,0.8,1.8,1.0,4,15,7,4
WC-1982,1982,Chile,3,0,3,0,3,8,-5,0,0.0,1.0,2.6666666666666665,T-13,CHL,South America,CONMEBOL,0,,group stage,1,1,Group stage,0,0,0,0,9,2.0,0.5555555555555556,0.7777777777777778,1.2222222222222223,0.4444444444444444,5,18,7,4
WC-1998,1998,Chile,4,0,1,3,5,8,-3,1,0.0,1.25,2.0,T-13,CHL,South America,CONMEBOL,0,,round of 16,2,2,Round of 16 / second group,0,0,0,1,20,1.6,0.45,0.6,1.6,1.0,6,21,7,4
WC-2010,2010,Chile,4,2,2,0,3,5,-2,1,0.5,0.75,1.25,T-13,CHL,South America,CONMEBOL,0,,round of 16,2,2,Round of 16 / second group,0,0,0,1,14,2.2857142857142856,0.7142857142857143,0.9285714285714286,1.8571428571428572,0.9285714285714286,7,25,7,4
WC-2014,2014,Chile,4,2,2,0,6,4,2,1,0.5,1.5,1.0,T-13,CHL,South America,CONMEBOL,0,,round of 16,2,2,Round of 16 / second group,0,0,0,1,9,1.8888888888888888,0.5555555555555556,1.5555555555555556,2.5555555555555554,1.0,8,29,9,4
WC-2002,2002,China,3,0,3,0,0,9,-9,0,0.0,0.0,3.0,T-14,CHN,East Asia,AFC,0,,group stage,1,1,Group stage,0,0,0,0,0,,,,,,0,0,0,4
WC-1962,1962,Colombia,3,0,2,1,5,11,-6,0,0.0,1.6666666666666667,3.6666666666666665,T-16,COL,South America,CONMEBOL,0,,group stage,1,1,Group stage,0,0,0,0,3,0.3333333333333333,0.0,-0.6666666666666666,0.6666666666666666,1.3333333333333333,0,0,0,1
WC-1990,1990,Colombia,4,1,2,1,4,4,0,1,0.25,1.0,1.0,T-16,COL,South America,CONMEBOL,0,,round of 16,2,2,Round of 16 / second group,0,0,0,1,21,1.5238095238095237,0.38095238095238093,0.23809523809523808,1.0476190476190477,0.8095238095238095,1,3,0,1
WC-1994,1994,Colombia,3,1,2,0,4,5,-1,0,0.3333333333333333,1.3333333333333333,1.6666666666666667,T-16,COL,South America,CONMEBOL,0,,group stage,1,1,Group stage,0,0,0,0,23,2.0,0.5217391304347826,1.0,1.434782608695652,0.43478260869565216,2,7,1,2
WC-1998,1998,Colombia,3,1,2,0,1,3,-2,0,0.3333333333333333,0.3333333333333333,1.0,T-16,COL,South America,CONMEBOL,0,,group stage,1,1,Group stage,0,0,0,0,18,1.0,0.2222222222222222,-0.2777777777777778,1.1111111111111112,1.3888888888888888,3,10,2,2
WC-2014,2014,Colombia,5,4,1,0,12,4,8,2,0.8,2.4,0.8,T-16,COL,South America,CONMEBOL,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,10,1.9,0.5,0.6,1.5,0.9,4,13,3,2
WC-2018,2018,Colombia,4,2,2,0,6,3,3,1,0.5,1.5,0.75,T-16,COL,South America,CONMEBOL,0,,round of 16,2,2,Round of 16 / second group,0,0,0,1,9,1.2222222222222223,0.2222222222222222,0.3333333333333333,1.2222222222222223,0.8888888888888888,5,18,7,3
WC-1990,1990,Costa Rica,4,2,2,0,4,6,-2,1,0.5,1.0,1.5,T-17,CRI,Central America,CONCACAF,0,,round of 16,2,2,Round of 16 / second group,0,0,0,1,8,1.5,0.5,0.0,1.125,1.125,0,0,0,3
WC-2002,2002,Costa Rica,3,1,1,1,5,6,-1,0,0.3333333333333333,1.6666666666666667,2.0,T-17,CRI,Central America,CONCACAF,0,,group stage,1,1,Group stage,0,0,0,0,22,1.7272727272727273,0.5,0.4090909090909091,1.3636363636363635,0.9545454545454546,1,4,2,2
WC-2006,2006,Costa Rica,3,0,3,0,3,9,-6,0,0.0,1.0,3.0,T-17,CRI,Central America,CONCACAF,0,,group stage,1,1,Group stage,0,0,0,0,17,1.1764705882352942,0.35294117647058826,-0.29411764705882354,1.2941176470588236,1.588235294117647,2,7,3,2
WC-2014,2014,Costa Rica,5,3,1,1,5,2,3,2,0.6,1.0,0.4,T-17,CRI,Central America,CONCACAF,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,15,1.3333333333333333,0.4,0.13333333333333333,1.2,1.0666666666666667,3,10,3,2
WC-2018,2018,Costa Rica,3,0,2,1,2,5,-3,0,0.0,0.6666666666666666,1.6666666666666667,T-17,CRI,Central America,CONCACAF,0,,group stage,1,1,Group stage,0,0,0,0,16,1.3125,0.375,-0.25,1.0,1.25,4,15,6,3
WC-2022,2022,Costa Rica,3,1,2,0,3,11,-8,0,0.3333333333333333,1.0,3.6666666666666665,T-17,CRI,Central America,CONCACAF,0,,group stage,1,1,Group stage,0,0,0,0,12,2.4166666666666665,0.75,0.8333333333333334,1.3333333333333333,0.5,5,18,6,3
WC-1998,1998,Croatia,7,5,2,0,11,5,6,4,0.7142857142857143,1.5714285714285714,0.7142857142857143,T-18,HRV,Europe,UEFA,0,3.0,third-place match,4,4,Semi-finals/top four,0,0,1,1,9,2.2222222222222223,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.0,0,0,0,3
WC-2002,2002,Croatia,3,1,2,0,2,3,-1,0,0.3333333333333333,0.6666666666666666,1.0,T-18,HRV,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,12,1.9166666666666667,0.5,1.0,1.4166666666666667,0.4166666666666667,1,7,5,4
WC-2006,2006,Croatia,3,0,1,2,2,3,-1,0,0.0,0.6666666666666666,1.0,T-18,HRV,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,13,1.4615384615384615,0.38461538461538464,0.38461538461538464,1.5384615384615385,1.1538461538461537,2,10,6,4
WC-2014,2014,Croatia,3,1,2,0,6,6,0,0,0.3333333333333333,2.0,2.0,T-18,HRV,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,10,1.8,0.5,0.3,1.4,1.1,3,13,6,4
WC-2018,2018,Croatia,7,6,1,0,14,9,5,4,0.8571428571428571,2.0,1.2857142857142858,T-18,HRV,Europe,UEFA,0,2.0,final,5,5,Final,0,1,1,1,10,1.7,0.5,0.3,1.1,0.8,4,16,7,4
WC-2022,2022,Croatia,7,4,1,2,8,7,1,4,0.5714285714285714,1.1428571428571428,1.0,T-18,HRV,Europe,UEFA,0,3.0,third-place match,4,4,Semi-finals/top four,0,0,1,1,9,2.2222222222222223,0.6666666666666666,0.4444444444444444,1.3333333333333333,0.8888888888888888,5,23,13,5
WC-1938,1938,Cuba,3,1,1,1,5,12,-7,3,0.3333333333333333,1.6666666666666667,4.0,T-19,CUB,Caribbean,CONCACAF,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,1,0.0,0.0,-4.0,0.0,4.0,0,0,0,5
WC-2006,2006,Czech Republic,3,1,2,0,3,4,-1,0,0.3333333333333333,1.0,1.3333333333333333,T-20,CZE,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,11,2.0,0.6363636363636364,0.8181818181818182,1.6363636363636365,0.8181818181818182,0,0,0,3
WC-1934,1934,Czechoslovakia,4,3,1,0,9,6,3,4,0.75,2.25,1.5,T-21,CSK,Europe,UEFA,0,2.0,final,5,5,Final,0,1,1,1,7,2.0,0.5714285714285714,0.8571428571428571,2.2857142857142856,1.4285714285714286,0,0,0,1
WC-1938,1938,Czechoslovakia,3,1,1,1,5,3,2,3,0.3333333333333333,1.6666666666666667,1.0,T-21,CSK,Europe,UEFA,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,11,1.5454545454545454,0.45454545454545453,-0.18181818181818182,2.6363636363636362,2.8181818181818183,1,4,3,5
WC-1954,1954,Czechoslovakia,2,0,2,0,0,7,-7,0,0.0,0.0,3.5,T-21,CSK,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,6,1.6666666666666667,0.5,0.0,1.5,1.5,2,7,4,5
WC-1958,1958,Czechoslovakia,4,1,2,1,9,6,3,0,0.25,2.25,1.5,T-21,CSK,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,5,2.6,0.8,1.4,2.8,1.4,3,9,4,5
WC-1962,1962,Czechoslovakia,6,3,2,1,7,7,0,3,0.5,1.1666666666666667,1.1666666666666667,T-21,CSK,Europe,UEFA,0,2.0,final,5,5,Final,0,1,1,1,7,1.8571428571428572,0.5714285714285714,1.2857142857142858,3.2857142857142856,2.0,4,13,5,5
WC-1970,1970,Czechoslovakia,3,0,3,0,2,7,-5,0,0.0,0.6666666666666666,2.3333333333333335,T-21,CSK,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,8,2.375,0.75,1.5,2.375,0.875,5,19,8,5
WC-1982,1982,Czechoslovakia,3,0,1,2,2,4,-2,0,0.0,0.6666666666666666,1.3333333333333333,T-21,CSK,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,10,1.1,0.2,-0.1,1.0,1.1,6,22,8,5
WC-1990,1990,Czechoslovakia,5,3,2,0,10,5,5,2,0.6,2.0,1.0,T-21,CSK,Europe,UEFA,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,9,1.2222222222222223,0.3333333333333333,0.1111111111111111,1.0,0.8888888888888888,7,25,8,5
WC-1974,1974,DR Congo,3,0,3,0,0,14,-14,0,0.0,0.0,4.666666666666667,T-88,COD,Africa,CAF,0,,group stage,1,1,Group stage,0,0,0,0,12,2.3333333333333335,0.75,1.3333333333333333,2.25,0.9166666666666666,0,0,0,5
WC-1986,1986,Denmark,4,3,1,0,10,6,4,1,0.75,2.5,1.5,T-22,DNK,Europe,UEFA,0,,round of 16,2,2,Round of 16 / second group,0,0,0,1,11,1.3636363636363635,0.36363636363636365,0.18181818181818182,1.4545454545454546,1.2727272727272727,0,0,0,1
WC-1998,1998,Denmark,5,2,2,1,9,7,2,2,0.4,1.8,1.4,T-22,DNK,Europe,UEFA,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,7,1.0,0.2857142857142857,-0.8571428571428571,0.7142857142857143,1.5714285714285714,1,4,3,2
WC-2002,2002,Denmark,4,2,1,1,5,5,0,1,0.5,1.25,1.25,T-22,DNK,Europe,UEFA,0,,round of 16,2,2,Round of 16 / second group,0,0,0,1,12,2.1666666666666665,0.6666666666666666,0.9166666666666666,1.8333333333333333,0.9166666666666666,2,9,5,3
WC-2010,2010,Denmark,3,1,2,0,3,6,-3,0,0.3333333333333333,1.0,2.0,T-22,DNK,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,11,1.0909090909090908,0.2727272727272727,0.0,0.9090909090909091,0.9090909090909091,3,13,7,3
WC-2018,2018,Denmark,4,1,1,2,3,2,1,1,0.25,0.75,0.5,T-22,DNK,Europe,UEFA,0,,round of 16,2,2,Round of 16 / second group,0,0,0,1,11,2.0,0.5454545454545454,1.2727272727272727,1.6363636363636365,0.36363636363636365,4,16,8,3
WC-2022,2022,Denmark,3,0,2,1,1,3,-2,0,0.0,0.3333333333333333,1.0,T-22,DNK,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,8,1.875,0.625,0.625,1.75,1.125,5,20,9,3
WC-1974,1974,East Germany,6,2,2,2,5,5,0,0,0.3333333333333333,0.8333333333333334,0.8333333333333334,T-24,DDR,Europe,UEFA,0,,second group stage,2,2,Round of 16 / second group,0,0,0,1,0,,,,,,0,0,0,3
WC-2002,2002,Ecuador,3,1,2,0,2,4,-2,0,0.3333333333333333,0.6666666666666666,1.3333333333333333,T-25,ECU,South America,CONMEBOL,0,,group stage,1,1,Group stage,0,0,0,0,21,1.5714285714285714,0.42857142857142855,0.38095238095238093,1.0952380952380953,0.7142857142857143,0,0,0,2
WC-2006,2006,Ecuador,4,2,2,0,5,4,1,1,0.5,1.25,1.0,T-25,ECU,South America,CONMEBOL,0,,round of 16,2,2,Round of 16 / second group,0,0,0,1,13,1.0,0.23076923076923078,-0.3076923076923077,0.8461538461538461,1.1538461538461537,1,3,1,1
WC-2014,2014,Ecuador,3,1,1,1,3,3,0,0,0.3333333333333333,1.0,1.0,T-25,ECU,South America,CONMEBOL,0,,group stage,1,1,Group stage,0,0,0,0,11,1.0,0.18181818181818182,-0.36363636363636365,1.1818181818181819,1.5454545454545454,2,7,3,2
WC-2022,2022,Ecuador,3,1,1,1,4,3,1,0,0.3333333333333333,1.3333333333333333,1.0,T-25,ECU,South America,CONMEBOL,0,,group stage,1,1,Group stage,0,0,0,0,11,1.2727272727272727,0.18181818181818182,0.0,0.6363636363636364,0.6363636363636364,3,10,4,2
WC-1934,1934,Egypt,1,0,1,0,2,4,-2,1,0.0,2.0,4.0,T-26,EGY,Africa,CAF,0,,round of 16,2,2,Round of 16 / second group,0,0,0,1,2,3.0,1.0,4.5,5.5,1.0,0,0,0,2
WC-1990,1990,Egypt,3,0,1,2,1,2,-1,0,0.0,0.3333333333333333,0.6666666666666666,T-26,EGY,Africa,CAF,0,,group stage,1,1,Group stage,0,0,0,0,25,1.4,0.36,0.04,0.72,0.68,1,1,0,2
WC-2018,2018,Egypt,3,0,3,0,2,6,-4,0,0.0,0.6666666666666666,2.0,T-26,EGY,Africa,CAF,0,,group stage,1,1,Group stage,0,0,0,0,9,1.0,0.2222222222222222,-0.4444444444444444,0.6666666666666666,1.1111111111111112,2,4,0,2
WC-1970,1970,El Salvador,3,0,3,0,0,9,-9,0,0.0,0.0,3.0,T-27,SLV,Central America,CONCACAF,0,,group stage,1,1,Group stage,0,0,0,0,10,1.5,0.5,-0.4,1.1,1.5,0,0,0,2
WC-1982,1982,El Salvador,3,0,3,0,1,13,-12,0,0.0,0.3333333333333333,4.333333333333333,T-27,SLV,Central America,CONCACAF,0,,group stage,1,1,Group stage,0,0,0,0,9,1.7777777777777777,0.4444444444444444,0.6666666666666666,1.1111111111111112,0.4444444444444444,1,3,0,1
WC-1950,1950,England,3,1,2,0,2,2,0,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,T-28,ENG,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,7,2.5714285714285716,0.8571428571428571,2.2857142857142856,3.5714285714285716,1.2857142857142858,0,0,0,1
WC-1954,1954,England,3,1,1,1,8,8,0,1,0.3333333333333333,2.6666666666666665,2.6666666666666665,T-28,ENG,Europe,UEFA,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,6,1.5,0.5,-0.5,2.5,3.0,1,3,1,1
WC-1958,1958,England,4,0,1,3,4,5,-1,0,0.0,1.0,1.25,T-28,ENG,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,7,1.8571428571428572,0.5714285714285714,1.0,2.4285714285714284,1.4285714285714286,2,6,2,3
WC-1962,1962,England,4,1,2,1,5,6,-1,1,0.25,1.25,1.5,T-28,ENG,Europe,UEFA,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,8,2.125,0.625,1.375,2.25,0.875,3,10,2,3
WC-1966,1966,England,6,5,0,1,11,3,8,3,0.8333333333333334,1.8333333333333333,0.5,T-28,ENG,Europe,UEFA,1,1.0,final,5,6,Champion,1,1,1,1,12,2.4166666666666665,0.75,1.4166666666666667,2.1666666666666665,0.75,4,14,3,3
WC-1970,1970,England,4,2,2,0,4,4,0,1,0.5,1.0,1.0,T-28,ENG,Europe,UEFA,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,13,2.1538461538461537,0.6153846153846154,1.2307692307692308,1.6923076923076923,0.46153846153846156,5,20,8,6
WC-1982,1982,England,5,3,0,2,6,1,5,0,0.6,1.2,0.2,T-28,ENG,Europe,UEFA,0,,second group stage,2,2,Round of 16 / second group,0,0,0,1,8,2.375,0.75,1.375,1.875,0.5,6,24,10,6
WC-1986,1986,England,5,2,2,1,7,3,4,2,0.4,1.4,0.6,T-28,ENG,Europe,UEFA,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,13,2.230769230769231,0.6923076923076923,1.6923076923076923,2.1538461538461537,0.46153846153846156,7,29,13,6
WC-1990,1990,England,7,3,2,2,8,6,2,4,0.42857142857142855,1.1428571428571428,0.8571428571428571,T-28,ENG,Europe,UEFA,0,4.0,third-place match,4,4,Semi-finals/top four,0,0,1,1,9,1.7777777777777777,0.4444444444444444,0.4444444444444444,1.1111111111111112,0.6666666666666666,8,34,15,6
WC-1998,1998,England,4,2,2,0,7,4,3,1,0.5,1.75,1.0,T-28,ENG,Europe,UEFA,0,,round of 16,2,2,Round of 16 / second group,0,0,0,1,10,1.6,0.4,0.7,1.1,0.4,9,41,18,6
WC-2002,2002,England,5,2,1,2,6,3,3,2,0.4,1.2,0.6,T-28,ENG,Europe,UEFA,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,11,1.5454545454545454,0.36363636363636365,0.8181818181818182,1.9090909090909092,1.0909090909090908,10,45,20,6
WC-2006,2006,England,5,3,1,1,6,2,4,2,0.6,1.2,0.4,T-28,ENG,Europe,UEFA,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,9,2.3333333333333335,0.7777777777777778,1.0,2.111111111111111,1.1111111111111112,11,50,22,6
WC-2010,2010,England,4,1,1,2,3,5,-2,1,0.25,0.75,1.25,T-28,ENG,Europe,UEFA,0,,round of 16,2,2,Round of 16 / second group,0,0,0,1,9,2.111111111111111,0.6666666666666666,1.2222222222222223,2.2222222222222223,1.0,12,55,25,6
WC-2014,2014,England,3,0,2,1,2,4,-2,0,0.0,0.6666666666666666,1.3333333333333333,T-28,ENG,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,11,1.9090909090909092,0.5454545454545454,1.0,1.7272727272727273,0.7272727272727273,13,59,26,6
WC-2018,2018,England,7,4,3,0,12,8,4,4,0.5714285714285714,1.7142857142857142,1.1428571428571428,T-28,ENG,Europe,UEFA,0,4.0,third-place match,4,4,Semi-finals/top four,0,0,1,1,10,2.4,0.7,1.1,1.4,0.3,14,62,26,6
WC-2022,2022,England,5,3,1,1,13,4,9,2,0.6,2.6,0.8,T-28,ENG,Europe,UEFA,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,8,1.125,0.25,-0.25,1.125,1.375,15,69,30,6
WC-1930,1930,France,3,1,2,0,4,3,1,0,0.3333333333333333,1.3333333333333333,1.0,T-30,FRA,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,6,0.6666666666666666,0.16666666666666666,-1.5,1.3333333333333333,2.8333333333333335,0,0,0,6
WC-1934,1934,France,1,0,1,0,2,3,-1,1,0.0,2.0,3.0,T-30,FRA,Europe,UEFA,0,,round of 16,2,2,Round of 16 / second group,0,0,0,1,7,1.2857142857142858,0.42857142857142855,-0.2857142857142857,2.2857142857142856,2.5714285714285716,1,3,1,1
WC-1938,1938,France,2,1,1,0,4,4,0,2,0.5,2.0,2.0,T-30,FRA,Europe,UEFA,1,,quarter-finals,3,3,Quarter-finals,0,0,0,1,6,2.1666666666666665,0.6666666666666666,1.1666666666666667,3.0,1.8333333333333333,2,4,1,2
WC-1954,1954,France,2,1,1,0,3,3,0,0,0.5,1.5,1.5,T-30,FRA,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,8,1.625,0.5,1.25,3.375,2.125,3,6,2,3
WC-1958,1958,France,6,4,2,0,23,15,8,3,0.6666666666666666,3.8333333333333335,2.5,T-30,FRA,Europe,UEFA,0,3.0,third-place match,4,4,Semi-finals/top four,0,0,1,1,7,1.0,0.14285714285714285,-0.2857142857142857,1.2857142857142858,1.5714285714285714,4,8,3,3
WC-1966,1966,France,3,0,2,1,2,5,-3,0,0.0,0.6666666666666666,1.6666666666666667,T-30,FRA,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,6,1.8333333333333333,0.5,0.3333333333333333,1.5,1.1666666666666667,5,14,7,4
WC-1978,1978,France,3,1,2,0,5,5,0,0,0.3333333333333333,1.6666666666666667,1.6666666666666667,T-30,FRA,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,9,2.111111111111111,0.5555555555555556,0.8888888888888888,1.5555555555555556,0.6666666666666666,6,17,7,4
WC-1982,1982,France,7,3,3,1,16,12,4,2,0.42857142857142855,2.2857142857142856,1.7142857142857142,T-30,FRA,Europe,UEFA,0,4.0,third-place match,4,4,Semi-finals/top four,0,0,1,1,8,1.5,0.5,0.875,1.75,0.875,7,20,8,4
WC-1986,1986,France,7,5,1,1,12,6,6,4,0.7142857142857143,1.7142857142857142,0.8571428571428571,T-30,FRA,Europe,UEFA,0,3.0,third-place match,4,4,Semi-finals/top four,0,0,1,1,6,2.1666666666666665,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,8,27,11,4
WC-1998,1998,France,7,7,0,0,15,2,13,4,1.0,2.142857142857143,0.2857142857142857,T-30,FRA,Europe,UEFA,1,1.0,final,5,6,Champion,1,1,1,1,10,1.9,0.5,0.4,1.4,1.0,9,34,16,4
WC-2002,2002,France,3,0,2,1,0,3,-3,0,0.0,0.0,1.0,T-30,FRA,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,13,2.0,0.6153846153846154,1.0769230769230769,1.9230769230769231,0.8461538461538461,10,41,23,6
WC-2006,2006,France,7,4,1,2,9,3,6,4,0.5714285714285714,1.2857142857142858,0.42857142857142855,T-30,FRA,Europe,UEFA,0,2.0,final,5,5,Final,0,1,1,1,11,2.3636363636363638,0.7272727272727273,1.4545454545454546,2.0,0.5454545454545454,11,44,23,6
WC-2010,2010,France,3,0,2,1,1,4,-3,0,0.0,0.3333333333333333,1.3333333333333333,T-30,FRA,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,11,1.7272727272727273,0.45454545454545453,0.6363636363636364,1.4545454545454546,0.8181818181818182,12,51,27,6
WC-2014,2014,France,5,3,1,1,10,3,7,2,0.6,2.0,0.6,T-30,FRA,Europe,UEFA,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,11,2.1818181818181817,0.6363636363636364,2.3636363636363638,2.8181818181818183,0.45454545454545453,13,54,27,6
WC-2018,2018,France,7,6,0,1,14,6,8,4,0.8571428571428571,2.0,0.8571428571428571,T-30,FRA,Europe,UEFA,0,1.0,final,5,6,Champion,1,1,1,1,11,2.1818181818181817,0.6363636363636364,1.1818181818181819,2.0,0.8181818181818182,14,59,30,6
WC-2022,2022,France,7,5,2,0,16,8,8,4,0.7142857142857143,2.2857142857142856,1.1428571428571428,T-30,FRA,Europe,UEFA,0,2.0,final,5,5,Final,0,1,1,1,8,1.375,0.375,0.5,1.5,1.0,15,66,36,6
WC-1934,1934,Germany,4,3,1,0,11,8,3,4,0.75,2.75,2.0,T-31,DEU,Europe,UEFA,0,3.0,third-place match,4,4,Semi-finals/top four,0,0,1,1,6,2.6666666666666665,0.8333333333333334,3.3333333333333335,4.166666666666667,0.8333333333333334,0,0,0,6
WC-1938,1938,Germany,2,0,1,1,3,5,-2,2,0.0,1.5,2.5,T-31,DEU,Europe,UEFA,0,,round of 16,2,2,Round of 16 / second group,0,0,0,1,10,2.1,0.6,1.3,2.5,1.2,1,4,3,4
WC-1994,1994,Germany,5,3,1,1,9,7,2,2,0.6,1.8,1.4,T-31,DEU,Europe,UEFA,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,12,2.1666666666666665,0.6666666666666666,1.3333333333333333,2.0833333333333335,0.75,2,6,3,4
WC-1998,1998,Germany,5,3,1,1,8,6,2,2,0.6,1.6,1.2,T-31,DEU,Europe,UEFA,0,,quarter-finals,3,3,Quarter-finals,0,0,0,1,12,2.4166666666666665,0.75,2.0,2.6666666666666665,0.6666666666666666,3,11,6,4
WC-2002,2002,Germany,7,5,1,1,14,3,11,4,0.7142857142857143,2.0,0.42857142857142855,T-31,DEU,Europe,UEFA,0,2.0,final,5,5,Final,0,1,1,1,13,1.8461538461538463,0.5384615384615384,1.6153846153846154,3.0,1.3846153846153846,4,16,9,4
WC-2006,2006,Germany,7,6,1,0,14,6,8,4,0.8571428571428571,2.0,0.8571428571428571,T-31,DEU,Europe,UEFA,1,3.0,third-place match,4,4,Semi-finals/top four,0,0,1,1,16,1.75,0.5,0.875,2.5,1.625,5,23,14,5
WC-2010,2010,Germany,7,5,2,0,16,5,11,4,0.7142857142857143,2.2857142857142856,0.7142857142857143,T-31,DEU,Europe,UEFA,0,3.0,third-place match,4,4,Semi-finals/top four,0,0,1,1,10,2.3,0.7,1.6,2.1,0.5,6,30,20,5
WC-2014,2014,Germany,7,6,0,1,18,4,14,4,0.8571428571428571,2.5714285714285716,0.5714285714285714,T-31,DEU,Europe,UEFA,0,1.0,final,5,6,Champion,1,1,1,1,11,2.272727272727273,0.6363636363636364,1.6363636363636365,2.5454545454545454,0.9090909090909091,7,37,25,5
WC-2018,2018,Germany,3,1,2,0,2,4,-2,0,0.3333333333333333,0.6666666666666666,1.3333333333333333,T-31,DEU,Europe,UEFA,0,,group stage,1,1,Group stage,0,0,0,0,15,2.066666666666667,0.6,1.2666666666666666,2.2666666666666666,1.0,8,44,31,6
