year,tournament_id,team_name,confederation_code,is_host,matches,wins,losses,draws,goals_for,goals_against,goal_difference,win_rate,goals_for_per_match,goals_against_per_match,historical_tournaments_before,historical_matches_before,historical_wins_before,pre_wc_matches,pre_wc_points_per_match,pre_wc_win_rate,pre_wc_goal_diff_per_match,performance,stage_reached,stage_score,champion,finalist,semifinalist,reached_knockout
1934,WC-1934,France,UEFA,0,1,0,1,0,2,3,-1,0.0,2.0,3.0,1,3,1,7,1.2857142857142858,0.42857142857142855,-0.2857142857142857,round of 16,Round of 16 / second group,2,0,0,0,1
1934,WC-1934,Germany,UEFA,0,4,3,1,0,11,8,3,0.75,2.75,2.0,0,0,0,6,2.6666666666666665,0.8333333333333334,3.3333333333333335,third-place match,Semi-finals/top four,4,0,0,1,1
1934,WC-1934,Hungary,UEFA,0,2,1,1,0,5,4,1,0.5,2.5,2.0,0,0,0,10,1.4,0.4,0.1,quarter-finals,Quarter-finals,3,0,0,0,1
1934,WC-1934,Italy,UEFA,1,5,4,0,1,12,3,9,0.8,2.4,0.6,0,0,0,4,2.25,0.75,1.5,final,Champion,6,1,1,1,1
1934,WC-1934,Netherlands,UEFA,0,1,0,1,0,2,3,-1,0.0,2.0,3.0,0,0,0,5,1.8,0.6,1.8,round of 16,Round of 16 / second group,2,0,0,0,1
1934,WC-1934,Romania,UEFA,0,1,0,1,0,1,2,-1,0.0,1.0,2.0,1,2,1,4,2.5,0.75,3.25,round of 16,Round of 16 / second group,2,0,0,0,1
1934,WC-1934,Spain,UEFA,0,3,1,1,1,4,3,1,0.3333333333333333,1.3333333333333333,1.0,0,0,0,3,3.0,1.0,4.0,quarter-finals,Quarter-finals,3,0,0,0,1
1934,WC-1934,Sweden,UEFA,0,2,1,1,0,4,4,0,0.5,2.0,2.0,0,0,0,8,2.375,0.75,1.625,quarter-finals,Quarter-finals,3,0,0,0,1
1934,WC-1934,Switzerland,UEFA,0,2,1,1,0,5,5,0,0.5,2.5,2.5,0,0,0,7,0.7142857142857143,0.14285714285714285,-1.1428571428571428,quarter-finals,Quarter-finals,3,0,0,0,1
1934,WC-1934,United States,CONCACAF,0,1,0,1,0,1,7,-6,0.0,1.0,7.0,1,3,2,1,3.0,1.0,2.0,round of 16,Round of 16 / second group,2,0,0,0,1
1938,WC-1938,Belgium,UEFA,0,1,0,1,0,1,3,-2,0.0,1.0,3.0,2,3,0,9,1.0,0.2222222222222222,-1.0,round of 16,Round of 16 / second group,2,0,0,0,1
1938,WC-1938,Brazil,CONMEBOL,0,5,3,1,1,14,11,3,0.6,2.8,2.2,2,3,1,0,,,,third-place match,Semi-finals/top four,4,0,0,1,1
1938,WC-1938,Cuba,CONCACAF,0,3,1,1,1,5,12,-7,0.3333333333333333,1.6666666666666667,4.0,0,0,0,1,0.0,0.0,-4.0,quarter-finals,Quarter-finals,3,0,0,0,1
1938,WC-1938,Czechoslovakia,UEFA,0,3,1,1,1,5,3,2,0.3333333333333333,1.6666666666666667,1.0,1,4,3,11,1.5454545454545454,0.45454545454545453,-0.18181818181818182,quarter-finals,Quarter-finals,3,0,0,0,1
1938,WC-1938,France,UEFA,1,2,1,1,0,4,4,0,0.5,2.0,2.0,2,4,1,6,2.1666666666666665,0.6666666666666666,1.1666666666666667,quarter-finals,Quarter-finals,3,0,0,0,1
1938,WC-1938,Germany,UEFA,0,2,0,1,1,3,5,-2,0.0,1.5,2.5,1,4,3,10,2.1,0.6,1.3,round of 16,Round of 16 / second group,2,0,0,0,1
1938,WC-1938,Hungary,UEFA,0,4,3,1,0,15,5,10,0.75,3.75,1.25,1,2,1,7,2.2857142857142856,0.7142857142857143,2.857142857142857,final,Final,5,0,1,1,1
1938,WC-1938,Indonesia,AFC,0,1,0,1,0,0,6,-6,0.0,0.0,6.0,0,0,0,0,,,,round of 16,Round of 16 / second group,2,0,0,0,1
1938,WC-1938,Italy,UEFA,0,4,4,0,0,11,5,6,1.0,2.75,1.25,1,5,4,4,2.0,0.5,2.25,final,Champion,6,1,1,1,1
1938,WC-1938,Netherlands,UEFA,0,1,0,1,0,0,3,-3,0.0,0.0,3.0,1,1,0,5,1.4,0.4,1.2,round of 16,Round of 16 / second group,2,0,0,0,1
1938,WC-1938,Norway,UEFA,0,1,0,1,0,1,2,-1,0.0,1.0,2.0,0,0,0,8,1.625,0.5,-0.5,round of 16,Round of 16 / second group,2,0,0,0,1
1938,WC-1938,Poland,UEFA,0,1,0,1,0,5,6,-1,0.0,5.0,6.0,0,0,0,9,1.8888888888888888,0.5555555555555556,1.3333333333333333,round of 16,Round of 16 / second group,2,0,0,0,1
1938,WC-1938,Romania,UEFA,0,2,0,1,1,4,5,-1,0.0,2.0,2.5,2,3,1,5,1.4,0.4,0.2,round of 16,Round of 16 / second group,2,0,0,0,1
1938,WC-1938,Sweden,UEFA,0,3,1,2,0,11,9,2,0.3333333333333333,3.6666666666666665,3.0,1,2,1,7,1.0,0.2857142857142857,0.0,third-place match,Semi-finals/top four,4,0,0,1,1
1938,WC-1938,Switzerland,UEFA,0,3,1,1,1,5,5,0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1,2,1,10,1.2,0.3,-0.1,quarter-finals,Quarter-finals,3,0,0,0,1
1950,WC-1950,Bolivia,CONMEBOL,0,1,0,1,0,0,8,-8,0.0,0.0,8.0,1,2,0,2,1.5,0.5,-1.5,group stage,Group stage,1,0,0,0,0
1950,WC-1950,Brazil,CONMEBOL,1,6,4,1,1,22,6,16,0.6666666666666666,3.6666666666666665,1.0,3,8,4,4,1.75,0.5,0.5,final round,Final,5,0,1,1,1
1950,WC-1950,Chile,CONMEBOL,0,3,1,2,0,5,6,-1,0.3333333333333333,1.6666666666666667,2.0,1,3,2,4,1.5,0.5,0.0,group stage,Group stage,1,0,0,0,0
1950,WC-1950,England,UEFA,0,3,1,2,0,2,2,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0,0,7,2.5714285714285716,0.8571428571428571,2.2857142857142856,group stage,Group stage,1,0,0,0,0
1950,WC-1950,Italy,UEFA,0,2,1,1,0,4,3,1,0.5,2.0,1.5,2,9,8,3,1.0,0.3333333333333333,-0.3333333333333333,group stage,Group stage,1,0,0,0,0
1950,WC-1950,Mexico,CONCACAF,0,3,0,3,0,2,10,-8,0.0,0.6666666666666666,3.3333333333333335,1,3,0,4,3.0,1.0,3.75,group stage,Group stage,1,0,0,0,0
1950,WC-1950,Paraguay,CONMEBOL,0,2,0,1,1,2,4,-2,0.0,1.0,2.0,1,2,1,5,1.0,0.2,-1.0,group stage,Group stage,1,0,0,0,0
1950,WC-1950,Spain,UEFA,0,6,3,2,1,10,12,-2,0.5,1.6666666666666667,2.0,1,3,1,2,2.0,0.5,2.0,final round,Semi-finals/top four,4,0,0,1,1
1950,WC-1950,Sweden,UEFA,0,5,2,2,1,11,15,-4,0.4,2.2,3.0,2,5,2,6,1.6666666666666667,0.5,1.0,final round,Semi-finals/top four,4,0,0,1,1
1950,WC-1950,Switzerland,UEFA,0,3,1,1,1,4,6,-2,0.3333333333333333,1.3333333333333333,2.0,2,5,2,6,1.1666666666666667,0.3333333333333333,-0.8333333333333334,group stage,Group stage,1,0,0,0,0
1950,WC-1950,United States,CONCACAF,0,3,1,2,0,4,8,-4,0.3333333333333333,1.3333333333333333,2.6666666666666665,2,4,2,4,1.0,0.25,-1.75,group stage,Group stage,1,0,0,0,0
1950,WC-1950,Uruguay,CONMEBOL,0,4,3,0,1,15,5,10,0.75,3.75,1.25,1,4,4,5,1.2,0.4,0.4,final round,Champion,6,1,1,1,1
1950,WC-1950,Yugoslavia,UEFA,0,3,2,1,0,7,3,4,0.6666666666666666,2.3333333333333335,1.0,1,3,2,8,2.125,0.625,1.875,group stage,Group stage,1,0,0,0,0
1954,WC-1954,Austria,UEFA,0,5,4,1,0,17,12,5,0.8,3.4,2.4,1,4,2,6,1.6666666666666667,0.5,2.1666666666666665,third-place match,Semi-finals/top four,4,0,0,1,1
1954,WC-1954,Belgium,UEFA,0,2,0,1,1,5,8,-3,0.0,2.5,4.0,3,4,0,8,1.625,0.375,0.875,group stage,Group stage,1,0,0,0,0
1954,WC-1954,Brazil,CONMEBOL,0,3,1,1,1,8,5,3,0.3333333333333333,2.6666666666666665,1.6666666666666667,4,14,8,4,3.0,1.0,1.75,quarter-finals,Quarter-finals,3,0,0,0,1
1954,WC-1954,Czechoslovakia,UEFA,0,2,0,2,0,0,7,-7,0.0,0.0,3.5,2,7,4,6,1.6666666666666667,0.5,0.0,group stage,Group stage,1,0,0,0,0
1954,WC-1954,England,UEFA,0,3,1,1,1,8,8,0,0.3333333333333333,2.6666666666666665,2.6666666666666665,1,3,1,6,1.5,0.5,-0.5,quarter-finals,Quarter-finals,3,0,0,0,1
1954,WC-1954,France,UEFA,0,2,1,1,0,3,3,0,0.5,1.5,1.5,3,6,2,8,1.625,0.5,1.25,group stage,Group stage,1,0,0,0,0
1954,WC-1954,Hungary,UEFA,0,5,4,1,0,27,10,17,0.8,5.4,2.0,2,6,4,9,2.5555555555555554,0.7777777777777778,2.2222222222222223,final,Final,5,0,1,1,1
1954,WC-1954,Italy,UEFA,0,3,1,2,0,6,7,-1,0.3333333333333333,2.0,2.3333333333333335,3,11,9,4,3.0,1.0,2.5,group stage,Group stage,1,0,0,0,0
1954,WC-1954,Mexico,CONCACAF,0,2,0,2,0,2,8,-6,0.0,1.0,4.0,2,6,0,4,3.0,1.0,4.5,group stage,Group stage,1,0,0,0,0
1954,WC-1954,Scotland,UEFA,0,2,0,2,0,0,8,-8,0.0,0.0,4.0,0,0,0,6,1.8333333333333333,0.5,0.3333333333333333,group stage,Group stage,1,0,0,0,0
1954,WC-1954,South Korea,AFC,0,2,0,2,0,0,16,-16,0.0,0.0,8.0,0,0,0,6,1.5,0.3333333333333333,1.1666666666666667,group stage,Group stage,1,0,0,0,0
1954,WC-1954,Switzerland,UEFA,1,4,2,2,0,11,11,0,0.5,2.75,2.75,3,8,3,7,1.1428571428571428,0.2857142857142857,-0.8571428571428571,quarter-finals,Quarter-finals,3,0,0,0,1
1954,WC-1954,Turkey,UEFA,0,3,1,2,0,10,11,-1,0.3333333333333333,3.3333333333333335,3.6666666666666665,0,0,0,3,1.3333333333333333,0.3333333333333333,-0.6666666666666666,group stage,Group stage,1,0,0,0,0
1954,WC-1954,Uruguay,CONMEBOL,0,5,3,2,0,16,9,7,0.6,3.2,1.8,2,8,7,4,1.25,0.25,0.75,third-place match,Semi-finals/top four,4,0,0,1,1
1954,WC-1954,West Germany,UEFA,0,6,5,1,0,25,14,11,0.8333333333333334,4.166666666666667,2.3333333333333335,0,0,0,0,,,,final,Champion,6,1,1,1,1
1954,WC-1954,Yugoslavia,UEFA,0,3,1,1,1,2,3,-1,0.3333333333333333,0.6666666666666666,1.0,2,6,4,6,2.5,0.8333333333333334,0.6666666666666666,quarter-finals,Quarter-finals,3,0,0,0,1
1958,WC-1958,Argentina,CONMEBOL,0,3,1,2,0,5,10,-5,0.3333333333333333,1.6666666666666667,3.3333333333333335,2,6,4,10,1.8,0.6,0.9,group stage,Group stage,1,0,0,0,0
1958,WC-1958,Austria,UEFA,0,3,0,2,1,2,7,-5,0.0,0.6666666666666666,2.3333333333333335,2,9,6,6,2.0,0.5,1.0,group stage,Group stage,1,0,0,0,0
1958,WC-1958,Brazil,CONMEBOL,0,6,5,0,1,16,4,12,0.8333333333333334,2.6666666666666665,0.6666666666666666,5,17,9,10,2.0,0.6,1.4,final,Champion,6,1,1,1,1
1958,WC-1958,Czechoslovakia,UEFA,0,4,1,2,1,9,6,3,0.25,2.25,1.5,3,9,4,5,2.6,0.8,1.4,group stage,Group stage,1,0,0,0,0
1958,WC-1958,England,UEFA,0,4,0,1,3,4,5,-1,0.0,1.0,1.25,2,6,2,7,1.8571428571428572,0.5714285714285714,1.0,group stage,Group stage,1,0,0,0,0
1958,WC-1958,France,UEFA,0,6,4,2,0,23,15,8,0.6666666666666666,3.8333333333333335,2.5,4,8,3,7,1.0,0.14285714285714285,-0.2857142857142857,third-place match,Semi-finals/top four,4,0,0,1,1
1958,WC-1958,Hungary,UEFA,0,4,1,2,1,7,5,2,0.25,1.75,1.25,3,11,8,10,1.7,0.5,1.0,group stage,Group stage,1,0,0,0,0
1958,WC-1958,Mexico,CONCACAF,0,3,0,2,1,1,8,-7,0.0,0.3333333333333333,2.6666666666666665,3,8,0,4,2.5,0.75,1.75,group stage,Group stage,1,0,0,0,0
1958,WC-1958,Northern Ireland,UEFA,0,5,2,2,1,6,10,-4,0.4,1.2,2.0,0,0,0,5,1.8,0.4,0.4,quarter-finals,Quarter-finals,3,0,0,0,1
1958,WC-1958,Paraguay,CONMEBOL,0,3,1,1,1,9,12,-3,0.3333333333333333,3.0,4.0,2,4,1,12,1.4166666666666667,0.4166666666666667,0.08333333333333333,group stage,Group stage,1,0,0,0,0
1958,WC-1958,Scotland,UEFA,0,3,0,2,1,4,6,-2,0.0,1.3333333333333333,2.0,1,2,0,6,1.5,0.3333333333333333,-0.3333333333333333,group stage,Group stage,1,0,0,0,0
1958,WC-1958,Soviet Union,UEFA,0,5,2,2,1,5,6,-1,0.4,1.0,1.2,0,0,0,0,,,,quarter-finals,Quarter-finals,3,0,0,0,1
1958,WC-1958,Sweden,UEFA,1,6,4,1,1,12,7,5,0.6666666666666666,2.0,1.1666666666666667,3,10,4,8,2.125,0.625,1.5,final,Final,5,0,1,1,1
1958,WC-1958,Wales,UEFA,0,5,1,1,3,4,4,0,0.2,0.8,0.8,0,0,0,6,1.8333333333333333,0.5,0.5,quarter-finals,Quarter-finals,3,0,0,0,1
1958,WC-1958,West Germany,UEFA,0,6,2,2,2,12,14,-2,0.3333333333333333,2.0,2.3333333333333335,1,6,5,0,,,,third-place match,Semi-finals/top four,4,0,0,1,1
1958,WC-1958,Yugoslavia,UEFA,0,4,1,1,2,7,7,0,0.25,1.75,1.75,3,9,5,6,1.8333333333333333,0.5,1.3333333333333333,quarter-finals,Quarter-finals,3,0,0,0,1
1962,WC-1962,Argentina,CONMEBOL,0,3,1,1,1,2,3,-1,0.3333333333333333,0.6666666666666666,1.0,3,9,5,9,1.3333333333333333,0.3333333333333333,0.1111111111111111,group stage,Group stage,1,0,0,0,0
1962,WC-1962,Brazil,CONMEBOL,0,6,5,0,1,14,5,9,0.8333333333333334,2.3333333333333335,0.8333333333333334,6,23,14,7,3.0,1.0,2.4285714285714284,final,Champion,6,1,1,1,1
1962,WC-1962,Bulgaria,UEFA,0,3,0,2,1,1,7,-6,0.0,0.3333333333333333,2.3333333333333335,0,0,0,6,2.0,0.6666666666666666,0.0,group stage,Group stage,1,0,0,0,0
1962,WC-1962,Chile,CONMEBOL,1,6,4,2,0,10,8,2,0.6666666666666666,1.6666666666666667,1.3333333333333333,2,6,3,4,1.0,0.25,0.5,third-place match,Semi-finals/top four,4,0,0,1,1
1962,WC-1962,Colombia,CONMEBOL,0,3,0,2,1,5,11,-6,0.0,1.6666666666666667,3.6666666666666665,0,0,0,3,0.3333333333333333,0.0,-0.6666666666666666,group stage,Group stage,1,0,0,0,0
1962,WC-1962,Czechoslovakia,UEFA,0,6,3,2,1,7,7,0,0.5,1.1666666666666667,1.1666666666666667,4,13,5,7,1.8571428571428572,0.5714285714285714,1.2857142857142858,final,Final,5,0,1,1,1
1962,WC-1962,England,UEFA,0,4,1,2,1,5,6,-1,0.25,1.25,1.5,3,10,2,8,2.125,0.625,1.375,quarter-finals,Quarter-finals,3,0,0,0,1
1962,WC-1962,Hungary,UEFA,0,4,2,1,1,8,3,5,0.5,2.0,0.75,4,15,9,9,1.1111111111111112,0.2222222222222222,-0.4444444444444444,quarter-finals,Quarter-finals,3,0,0,0,1
1962,WC-1962,Italy,UEFA,0,3,1,1,1,3,2,1,0.3333333333333333,1.0,0.6666666666666666,4,14,10,5,3.0,1.0,2.8,group stage,Group stage,1,0,0,0,0
1962,WC-1962,Mexico,CONCACAF,0,3,1,2,0,3,4,-1,0.3333333333333333,1.0,1.3333333333333333,4,11,0,7,2.0,0.5714285714285714,0.42857142857142855,group stage,Group stage,1,0,0,0,0
1962,WC-1962,Soviet Union,UEFA,0,4,2,1,1,9,7,2,0.5,2.25,1.75,1,5,2,0,,,,quarter-finals,Quarter-finals,3,0,0,0,1
1962,WC-1962,Spain,UEFA,0,3,1,2,0,2,3,-1,0.3333333333333333,0.6666666666666666,1.0,2,9,4,4,2.5,0.75,1.0,group stage,Group stage,1,0,0,0,0
1962,WC-1962,Switzerland,UEFA,0,3,0,3,0,2,8,-6,0.0,0.6666666666666666,2.6666666666666665,4,12,5,3,2.0,0.6666666666666666,0.0,group stage,Group stage,1,0,0,0,0
1962,WC-1962,Uruguay,CONMEBOL,0,3,1,2,0,4,6,-2,0.3333333333333333,1.3333333333333333,2.0,3,13,10,11,1.1818181818181819,0.2727272727272727,-0.7272727272727273,group stage,Group stage,1,0,0,0,0
1962,WC-1962,West Germany,UEFA,0,4,2,1,1,4,2,2,0.5,1.0,0.5,2,12,7,0,,,,quarter-finals,Quarter-finals,3,0,0,0,1
1962,WC-1962,Yugoslavia,UEFA,0,6,3,3,0,10,7,3,0.5,1.6666666666666667,1.1666666666666667,4,13,6,10,2.8,0.9,1.8,third-place match,Semi-finals/top four,4,0,0,1,1
1966,WC-1966,Argentina,CONMEBOL,0,4,2,1,1,4,2,2,0.5,1.0,0.5,4,12,6,9,1.7777777777777777,0.4444444444444444,0.5555555555555556,quarter-finals,Quarter-finals,3,0,0,0,1
1966,WC-1966,Brazil,CONMEBOL,0,3,1,2,0,4,6,-2,0.3333333333333333,1.3333333333333333,2.0,7,29,19,17,2.3529411764705883,0.7058823529411765,1.2352941176470589,group stage,Group stage,1,0,0,0,0
1966,WC-1966,Bulgaria,UEFA,0,3,0,3,0,1,8,-7,0.0,0.3333333333333333,2.6666666666666665,1,3,0,8,2.0,0.625,-0.25,group stage,Group stage,1,0,0,0,0
1966,WC-1966,Chile,CONMEBOL,0,3,0,2,1,2,5,-3,0.0,0.6666666666666666,1.6666666666666667,3,12,7,16,1.125,0.3125,-0.0625,group stage,Group stage,1,0,0,0,0
1966,WC-1966,England,UEFA,1,6,5,0,1,11,3,8,0.8333333333333334,1.8333333333333333,0.5,4,14,3,12,2.4166666666666665,0.75,1.4166666666666667,final,Champion,6,1,1,1,1
1966,WC-1966,France,UEFA,0,3,0,2,1,2,5,-3,0.0,0.6666666666666666,1.6666666666666667,5,14,7,6,1.8333333333333333,0.5,0.3333333333333333,group stage,Group stage,1,0,0,0,0
1966,WC-1966,Hungary,UEFA,0,4,2,2,0,8,7,1,0.5,2.0,1.75,5,19,11,6,1.6666666666666667,0.5,0.3333333333333333,quarter-finals,Quarter-finals,3,0,0,0,1
1966,WC-1966,Italy,UEFA,0,3,1,2,0,2,2,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,5,17,11,8,2.375,0.75,2.625,group stage,Group stage,1,0,0,0,0
1966,WC-1966,Mexico,CONCACAF,0,3,0,1,2,1,3,-2,0.0,0.3333333333333333,1.0,5,14,1,6,1.6666666666666667,0.5,0.16666666666666666,group stage,Group stage,1,0,0,0,0
1966,WC-1966,North Korea,AFC,0,4,1,2,1,5,9,-4,0.25,1.25,2.25,0,0,0,7,3.0,1.0,3.0,quarter-finals,Quarter-finals,3,0,0,0,1
1966,WC-1966,Portugal,UEFA,0,6,5,1,0,17,8,9,0.8333333333333334,2.8333333333333335,1.3333333333333333,0,0,0,7,2.2857142857142856,0.7142857142857143,1.2857142857142858,third-place match,Semi-finals/top four,4,0,0,1,1
1966,WC-1966,Soviet Union,UEFA,0,6,4,2,0,10,6,4,0.6666666666666666,1.6666666666666667,1.0,2,9,4,0,,,,third-place match,Semi-finals/top four,4,0,0,1,1
1966,WC-1966,Spain,UEFA,0,3,1,2,0,4,5,-1,0.3333333333333333,1.3333333333333333,1.6666666666666667,3,12,5,4,1.75,0.5,0.5,group stage,Group stage,1,0,0,0,0
1966,WC-1966,Switzerland,UEFA,0,3,0,3,0,1,9,-8,0.0,0.3333333333333333,3.0,5,15,5,5,1.2,0.2,-0.2,group stage,Group stage,1,0,0,0,0
1966,WC-1966,Uruguay,CONMEBOL,0,4,1,1,2,2,5,-3,0.25,0.5,1.25,4,16,11,8,1.0,0.25,-0.75,quarter-finals,Quarter-finals,3,0,0,0,1
1966,WC-1966,West Germany,UEFA,0,6,4,1,1,15,6,9,0.6666666666666666,2.5,1.0,3,16,9,0,,,,final,Final,5,0,1,1,1
1970,WC-1970,Belgium,UEFA,0,3,1,2,0,4,5,-1,0.3333333333333333,1.3333333333333333,1.6666666666666667,4,6,0,3,0.0,0.0,-2.3333333333333335,group stage,Group stage,1,0,0,0,0
1970,WC-1970,Brazil,CONMEBOL,0,6,6,0,0,19,7,12,1.0,3.1666666666666665,1.1666666666666667,8,32,20,13,2.6153846153846154,0.8461538461538461,2.1538461538461537,final,Champion,6,1,1,1,1
1970,WC-1970,Bulgaria,UEFA,0,3,0,2,1,5,9,-4,0.0,1.6666666666666667,3.0,2,6,0,13,1.0769230769230769,0.23076923076923078,-0.3076923076923077,group stage,Group stage,1,0,0,0,0
1970,WC-1970,Czechoslovakia,UEFA,0,3,0,3,0,2,7,-5,0.0,0.6666666666666666,2.3333333333333335,5,19,8,8,2.375,0.75,1.5,group stage,Group stage,1,0,0,0,0
1970,WC-1970,El Salvador,CONCACAF,0,3,0,3,0,0,9,-9,0.0,0.0,3.0,0,0,0,10,1.5,0.5,-0.4,group stage,Group stage,1,0,0,0,0
1970,WC-1970,England,UEFA,0,4,2,2,0,4,4,0,0.5,1.0,1.0,5,20,8,13,2.1538461538461537,0.6153846153846154,1.2307692307692308,quarter-finals,Quarter-finals,3,0,0,0,1
1970,WC-1970,Israel,UEFA,0,3,0,1,2,1,3,-2,0.0,0.3333333333333333,1.0,0,0,0,7,1.8571428571428572,0.5714285714285714,1.1428571428571428,group stage,Group stage,1,0,0,0,0
1970,WC-1970,Italy,UEFA,0,6,3,1,2,10,8,2,0.5,1.6666666666666667,1.3333333333333333,6,20,12,4,2.5,0.75,1.75,final,Final,5,0,1,1,1
1970,WC-1970,Mexico,CONCACAF,1,4,2,1,1,6,4,2,0.5,1.5,1.0,6,17,1,21,1.4761904761904763,0.38095238095238093,0.3333333333333333,quarter-finals,Quarter-finals,3,0,0,0,1
1970,WC-1970,Morocco,CAF,0,3,0,2,1,2,6,-4,0.0,0.6666666666666666,2.0,0,0,0,8,1.375,0.375,0.375,group stage,Group stage,1,0,0,0,0
1970,WC-1970,Peru,CONMEBOL,0,4,2,2,0,9,9,0,0.5,2.25,2.25,1,2,0,21,1.5238095238095237,0.42857142857142855,0.09523809523809523,quarter-finals,Quarter-finals,3,0,0,0,1
1970,WC-1970,Romania,UEFA,0,3,1,2,0,4,5,-1,0.3333333333333333,1.3333333333333333,1.6666666666666667,3,5,1,7,1.1428571428571428,0.14285714285714285,-0.14285714285714285,group stage,Group stage,1,0,0,0,0
1970,WC-1970,Soviet Union,UEFA,0,4,2,1,1,6,2,4,0.5,1.5,0.5,3,15,8,0,,,,quarter-finals,Quarter-finals,3,0,0,0,1
1970,WC-1970,Sweden,UEFA,0,3,1,1,1,2,2,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,4,16,8,11,2.5454545454545454,0.8181818181818182,1.0909090909090908,group stage,Group stage,1,0,0,0,0
1970,WC-1970,Uruguay,CONMEBOL,0,6,2,3,1,4,5,-1,0.3333333333333333,0.6666666666666666,0.8333333333333334,5,20,12,10,1.9,0.6,0.6,third-place match,Semi-finals/top four,4,0,0,1,1
1970,WC-1970,West Germany,UEFA,0,6,5,1,0,17,10,7,0.8333333333333334,2.8333333333333335,1.6666666666666667,4,22,13,0,,,,third-place match,Semi-finals/top four,4,0,0,1,1
1974,WC-1974,Argentina,CONMEBOL,0,6,1,3,2,9,12,-3,0.16666666666666666,1.5,2.0,5,16,8,11,2.090909090909091,0.6363636363636364,0.6363636363636364,second group stage,Round of 16 / second group,2,0,0,0,1
1974,WC-1974,Australia,AFC,0,3,0,2,1,0,5,-5,0.0,0.0,1.6666666666666667,0,0,0,7,1.5714285714285714,0.42857142857142855,0.2857142857142857,group stage,Group stage,1,0,0,0,0
1974,WC-1974,Brazil,CONMEBOL,0,7,3,2,2,6,4,2,0.42857142857142855,0.8571428571428571,0.5714285714285714,9,38,26,15,2.2666666666666666,0.6666666666666666,0.9333333333333333,third-place match,Semi-finals/top four,4,0,0,1,1
1974,WC-1974,Bulgaria,UEFA,0,3,0,1,2,2,5,-3,0.0,0.6666666666666666,1.6666666666666667,3,9,0,13,1.5384615384615385,0.46153846153846156,0.7692307692307693,group stage,Group stage,1,0,0,0,0
1974,WC-1974,Chile,CONMEBOL,0,3,0,1,2,1,2,-1,0.0,0.3333333333333333,0.6666666666666666,4,15,7,10,2.0,0.6,0.8,group stage,Group stage,1,0,0,0,0
1974,WC-1974,DR Congo,CAF,0,3,0,3,0,0,14,-14,0.0,0.0,4.666666666666667,0,0,0,12,2.3333333333333335,0.75,1.3333333333333333,group stage,Group stage,1,0,0,0,0
1974,WC-1974,East Germany,UEFA,0,6,2,2,2,5,5,0,0.3333333333333333,0.8333333333333334,0.8333333333333334,0,0,0,0,,,,second group stage,Round of 16 / second group,2,0,0,0,1
1974,WC-1974,Haiti,CONCACAF,0,3,0,3,0,2,14,-12,0.0,0.6666666666666666,4.666666666666667,0,0,0,16,1.625,0.5,0.1875,group stage,Group stage,1,0,0,0,0
1974,WC-1974,Italy,UEFA,0,3,1,1,1,5,4,1,0.3333333333333333,1.6666666666666667,1.3333333333333333,7,26,15,6,2.3333333333333335,0.6666666666666666,1.1666666666666667,group stage,Group stage,1,0,0,0,0
