key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,home_team_id,home_team_name,home_team_code,away_team_id,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,home_team_win,away_team_win,draw,year
201,WC-1970,1970 FIFA Men's World Cup,M-1970-01,Mexico vs Soviet Union,group stage,Group 1,1,0,0,0,1970-05-31,12:00,S-132,Estadio Azteca,Mexico City,Mexico,T-46,Mexico,MEX,T-72,Soviet Union,SUN,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1970
202,WC-1970,1970 FIFA Men's World Cup,M-1970-02,Uruguay vs Israel,group stage,Group 2,1,0,0,0,1970-06-02,16:00,S-137,Estadio Cuauhtémoc,Puebla,Mexico,T-84,Uruguay,URY,T-40,Israel,ISR,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,1970
203,WC-1970,1970 FIFA Men's World Cup,M-1970-03,England vs Romania,group stage,Group 3,1,0,0,0,1970-06-02,16:00,S-128,Estadio Jalisco,Guadalajara,Mexico,T-28,England,ENG,T-61,Romania,ROU,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1970
204,WC-1970,1970 FIFA Men's World Cup,M-1970-04,Peru vs Bulgaria,group stage,Group 4,1,0,0,0,1970-06-02,16:00,S-131,Estadio Nou Camp,León,Mexico,T-56,Peru,PER,T-10,Bulgaria,BGR,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,1970
205,WC-1970,1970 FIFA Men's World Cup,M-1970-05,Belgium vs El Salvador,group stage,Group 1,1,0,0,0,1970-06-03,16:00,S-132,Estadio Azteca,Mexico City,Mexico,T-06,Belgium,BEL,T-27,El Salvador,SLV,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,1970
206,WC-1970,1970 FIFA Men's World Cup,M-1970-06,Italy vs Sweden,group stage,Group 2,1,0,0,0,1970-06-03,16:00,S-139,La Bombonera,Toluca,Mexico,T-41,Italy,ITA,T-74,Sweden,SWE,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1970
207,WC-1970,1970 FIFA Men's World Cup,M-1970-07,Brazil vs Czechoslovakia,group stage,Group 3,1,0,0,0,1970-06-03,16:00,S-128,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-21,Czechoslovakia,CSK,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,1970
208,WC-1970,1970 FIFA Men's World Cup,M-1970-08,West Germany vs Morocco,group stage,Group 4,1,0,0,0,1970-06-03,16:00,S-131,Estadio Nou Camp,León,Mexico,T-86,West Germany,DEU,T-47,Morocco,MAR,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1970
209,WC-1970,1970 FIFA Men's World Cup,M-1970-09,Soviet Union vs Belgium,group stage,Group 1,1,0,0,0,1970-06-06,16:00,S-132,Estadio Azteca,Mexico City,Mexico,T-72,Soviet Union,SUN,T-06,Belgium,BEL,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,1970
210,WC-1970,1970 FIFA Men's World Cup,M-1970-10,Uruguay vs Italy,group stage,Group 2,1,0,0,0,1970-06-06,16:00,S-137,Estadio Cuauhtémoc,Puebla,Mexico,T-84,Uruguay,URY,T-41,Italy,ITA,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1970
211,WC-1970,1970 FIFA Men's World Cup,M-1970-11,Romania vs Czechoslovakia,group stage,Group 3,1,0,0,0,1970-06-06,16:00,S-128,Estadio Jalisco,Guadalajara,Mexico,T-61,Romania,ROU,T-21,Czechoslovakia,CSK,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1970
212,WC-1970,1970 FIFA Men's World Cup,M-1970-12,Peru vs Morocco,group stage,Group 4,1,0,0,0,1970-06-06,16:00,S-131,Estadio Nou Camp,León,Mexico,T-56,Peru,PER,T-47,Morocco,MAR,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,1970
213,WC-1970,1970 FIFA Men's World Cup,M-1970-13,Mexico vs El Salvador,group stage,Group 1,1,0,0,0,1970-06-07,12:00,S-132,Estadio Azteca,Mexico City,Mexico,T-46,Mexico,MEX,T-27,El Salvador,SLV,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,1970
214,WC-1970,1970 FIFA Men's World Cup,M-1970-14,Sweden vs Israel,group stage,Group 2,1,0,0,0,1970-06-07,12:00,S-139,La Bombonera,Toluca,Mexico,T-74,Sweden,SWE,T-40,Israel,ISR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1970
215,WC-1970,1970 FIFA Men's World Cup,M-1970-15,Brazil vs England,group stage,Group 3,1,0,0,0,1970-06-07,12:00,S-128,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-28,England,ENG,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1970
216,WC-1970,1970 FIFA Men's World Cup,M-1970-16,West Germany vs Bulgaria,group stage,Group 4,1,0,0,0,1970-06-07,12:00,S-131,Estadio Nou Camp,León,Mexico,T-86,West Germany,DEU,T-10,Bulgaria,BGR,5–2,5,2,3,-3,0,0,0-0,0,0,home team win,1,0,0,1970
217,WC-1970,1970 FIFA Men's World Cup,M-1970-17,Soviet Union vs El Salvador,group stage,Group 1,1,0,0,0,1970-06-10,16:00,S-132,Estadio Azteca,Mexico City,Mexico,T-72,Soviet Union,SUN,T-27,El Salvador,SLV,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,1970
218,WC-1970,1970 FIFA Men's World Cup,M-1970-18,Sweden vs Uruguay,group stage,Group 2,1,0,0,0,1970-06-10,16:00,S-137,Estadio Cuauhtémoc,Puebla,Mexico,T-74,Sweden,SWE,T-84,Uruguay,URY,1-0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1970
219,WC-1970,1970 FIFA Men's World Cup,M-1970-19,Brazil vs Romania,group stage,Group 3,1,0,0,0,1970-06-10,16:00,S-128,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-61,Romania,ROU,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,1970
220,WC-1970,1970 FIFA Men's World Cup,M-1970-20,West Germany vs Peru,group stage,Group 4,1,0,0,0,1970-06-10,16:00,S-131,Estadio Nou Camp,León,Mexico,T-86,West Germany,DEU,T-56,Peru,PER,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,1970
221,WC-1970,1970 FIFA Men's World Cup,M-1970-21,Mexico vs Belgium,group stage,Group 1,1,0,0,0,1970-06-11,16:00,S-132,Estadio Azteca,Mexico City,Mexico,T-46,Mexico,MEX,T-06,Belgium,BEL,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1970
222,WC-1970,1970 FIFA Men's World Cup,M-1970-22,Italy vs Israel,group stage,Group 2,1,0,0,0,1970-06-11,16:00,S-139,La Bombonera,Toluca,Mexico,T-41,Italy,ITA,T-40,Israel,ISR,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1970
223,WC-1970,1970 FIFA Men's World Cup,M-1970-23,England vs Czechoslovakia,group stage,Group 3,1,0,0,0,1970-06-11,16:00,S-128,Estadio Jalisco,Guadalajara,Mexico,T-28,England,ENG,T-21,Czechoslovakia,CSK,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1970
224,WC-1970,1970 FIFA Men's World Cup,M-1970-24,Bulgaria vs Morocco,group stage,Group 4,1,0,0,0,1970-06-11,16:00,S-131,Estadio Nou Camp,León,Mexico,T-10,Bulgaria,BGR,T-47,Morocco,MAR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1970
225,WC-1970,1970 FIFA Men's World Cup,M-1970-25,Brazil vs Peru,quarter-finals,not applicable,0,1,0,0,1970-06-14,12:00,S-128,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-56,Peru,PER,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,1970
226,WC-1970,1970 FIFA Men's World Cup,M-1970-26,Italy vs Mexico,quarter-finals,not applicable,0,1,0,0,1970-06-14,12:00,S-139,La Bombonera,Toluca,Mexico,T-41,Italy,ITA,T-46,Mexico,MEX,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,1970
227,WC-1970,1970 FIFA Men's World Cup,M-1970-27,Soviet Union vs Uruguay,quarter-finals,not applicable,0,1,0,0,1970-06-14,12:00,S-132,Estadio Azteca,Mexico City,Mexico,T-72,Soviet Union,SUN,T-84,Uruguay,URY,0–1,0,1,-1,1,1,0,0-0,0,0,away team win,0,1,0,1970
228,WC-1970,1970 FIFA Men's World Cup,M-1970-28,West Germany vs England,quarter-finals,not applicable,0,1,0,0,1970-06-14,12:00,S-131,Estadio Nou Camp,León,Mexico,T-86,West Germany,DEU,T-28,England,ENG,3–2,3,2,1,-1,1,0,0-0,0,0,home team win,1,0,0,1970
229,WC-1970,1970 FIFA Men's World Cup,M-1970-29,Brazil vs Uruguay,semi-finals,not applicable,0,1,0,0,1970-06-17,16:00,S-128,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-84,Uruguay,URY,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,1970
230,WC-1970,1970 FIFA Men's World Cup,M-1970-30,Italy vs West Germany,semi-finals,not applicable,0,1,0,0,1970-06-17,16:00,S-132,Estadio Azteca,Mexico City,Mexico,T-41,Italy,ITA,T-86,West Germany,DEU,4–3,4,3,1,-1,1,0,0-0,0,0,home team win,1,0,0,1970
231,WC-1970,1970 FIFA Men's World Cup,M-1970-31,West Germany vs Uruguay,third-place match,not applicable,0,1,0,0,1970-06-20,16:00,S-132,Estadio Azteca,Mexico City,Mexico,T-86,West Germany,DEU,T-84,Uruguay,URY,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1970
232,WC-1970,1970 FIFA Men's World Cup,M-1970-32,Brazil vs Italy,final,not applicable,0,1,0,0,1970-06-21,12:00,S-132,Estadio Azteca,Mexico City,Mexico,T-09,Brazil,BRA,T-41,Italy,ITA,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,1970
233,WC-1974,1974 FIFA Men's World Cup,M-1974-01,Brazil vs Yugoslavia,group stage,Group 2,1,0,0,0,1974-06-13,17:00,S-086,Waldstadion,Frankfurt,Germany,T-09,Brazil,BRA,T-87,Yugoslavia,YUG,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1974
234,WC-1974,1974 FIFA Men's World Cup,M-1974-02,West Germany vs Chile,group stage,Group 1,1,0,0,0,1974-06-14,16:00,S-080,Olympiastadion,Berlin,Germany,T-86,West Germany,DEU,T-13,Chile,CHL,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1974
235,WC-1974,1974 FIFA Men's World Cup,M-1974-03,East Germany vs Australia,group stage,Group 1,1,0,0,0,1974-06-14,19:30,S-089,Volksparkstadion,Hamburg,Germany,T-24,East Germany,DDR,T-04,Australia,AUS,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,1974
236,WC-1974,1974 FIFA Men's World Cup,M-1974-04,Zaire vs Scotland,group stage,Group 2,1,0,0,0,1974-06-14,19:30,S-083,Westfalenstadion,Dortmund,Germany,T-88,DR Congo,COD,T-64,Scotland,SCO,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,1974
237,WC-1974,1974 FIFA Men's World Cup,M-1974-05,Sweden vs Bulgaria,group stage,Group 3,1,0,0,0,1974-06-15,16:00,S-085,Rheinstadion,Düsseldorf,Germany,T-74,Sweden,SWE,T-10,Bulgaria,BGR,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1974
238,WC-1974,1974 FIFA Men's World Cup,M-1974-06,Uruguay vs Netherlands,group stage,Group 3,1,0,0,0,1974-06-15,16:00,S-090,Niedersachsenstadion,Hanover,Germany,T-84,Uruguay,URY,T-48,Netherlands,NLD,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,1974
239,WC-1974,1974 FIFA Men's World Cup,M-1974-07,Italy vs Haiti,group stage,Group 4,1,0,0,0,1974-06-15,18:00,S-096,Olympiastadion,Munich,Germany,T-41,Italy,ITA,T-34,Haiti,HTI,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,1974
240,WC-1974,1974 FIFA Men's World Cup,M-1974-08,Poland vs Argentina,group stage,Group 4,1,0,0,0,1974-06-15,18:00,S-099,Neckarstadion,Stuttgart,Germany,T-57,Poland,POL,T-03,Argentina,ARG,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,1974
241,WC-1974,1974 FIFA Men's World Cup,M-1974-09,Australia vs West Germany,group stage,Group 1,1,0,0,0,1974-06-18,16:00,S-089,Volksparkstadion,Hamburg,Germany,T-04,Australia,AUS,T-86,West Germany,DEU,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0,1974
242,WC-1974,1974 FIFA Men's World Cup,M-1974-10,Chile vs East Germany,group stage,Group 1,1,0,0,0,1974-06-18,19:00,S-080,Olympiastadion,Berlin,Germany,T-13,Chile,CHL,T-24,East Germany,DDR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1974
243,WC-1974,1974 FIFA Men's World Cup,M-1974-11,Scotland vs Brazil,group stage,Group 2,1,0,0,0,1974-06-18,19:30,S-086,Waldstadion,Frankfurt,Germany,T-64,Scotland,SCO,T-09,Brazil,BRA,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1974
244,WC-1974,1974 FIFA Men's World Cup,M-1974-12,Yugoslavia vs Zaire,group stage,Group 2,1,0,0,0,1974-06-18,19:30,S-088,Parkstadion,Gelsenkirchen,Germany,T-87,Yugoslavia,YUG,T-88,DR Congo,COD,9–0,9,0,9,-9,0,0,0-0,0,0,home team win,1,0,0,1974
245,WC-1974,1974 FIFA Men's World Cup,M-1974-13,Bulgaria vs Uruguay,group stage,Group 3,1,0,0,0,1974-06-19,19:30,S-090,Niedersachsenstadion,Hanover,Germany,T-10,Bulgaria,BGR,T-84,Uruguay,URY,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1974
246,WC-1974,1974 FIFA Men's World Cup,M-1974-14,Netherlands vs Sweden,group stage,Group 3,1,0,0,0,1974-06-19,19:30,S-083,Westfalenstadion,Dortmund,Germany,T-48,Netherlands,NLD,T-74,Sweden,SWE,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1974
247,WC-1974,1974 FIFA Men's World Cup,M-1974-15,Argentina vs Italy,group stage,Group 4,1,0,0,0,1974-06-19,19:30,S-099,Neckarstadion,Stuttgart,Germany,T-03,Argentina,ARG,T-41,Italy,ITA,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1974
248,WC-1974,1974 FIFA Men's World Cup,M-1974-16,Haiti vs Poland,group stage,Group 4,1,0,0,0,1974-06-19,19:30,S-096,Olympiastadion,Munich,Germany,T-34,Haiti,HTI,T-57,Poland,POL,0–7,0,7,-7,7,0,0,0-0,0,0,away team win,0,1,0,1974
249,WC-1974,1974 FIFA Men's World Cup,M-1974-17,Australia vs Chile,group stage,Group 1,1,0,0,0,1974-06-22,16:00,S-080,Olympiastadion,Berlin,Germany,T-04,Australia,AUS,T-13,Chile,CHL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1974
250,WC-1974,1974 FIFA Men's World Cup,M-1974-18,Scotland vs Yugoslavia,group stage,Group 2,1,0,0,0,1974-06-22,16:00,S-086,Waldstadion,Frankfurt,Germany,T-64,Scotland,SCO,T-87,Yugoslavia,YUG,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1974
251,WC-1974,1974 FIFA Men's World Cup,M-1974-19,Zaire vs Brazil,group stage,Group 2,1,0,0,0,1974-06-22,16:00,S-088,Parkstadion,Gelsenkirchen,Germany,T-88,DR Congo,COD,T-09,Brazil,BRA,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0,1974
252,WC-1974,1974 FIFA Men's World Cup,M-1974-20,East Germany vs West Germany,group stage,Group 1,1,0,0,0,1974-06-22,19:30,S-089,Volksparkstadion,Hamburg,Germany,T-24,East Germany,DDR,T-86,West Germany,DEU,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1974
253,WC-1974,1974 FIFA Men's World Cup,M-1974-21,Bulgaria vs Netherlands,group stage,Group 3,1,0,0,0,1974-06-23,16:00,S-083,Westfalenstadion,Dortmund,Germany,T-10,Bulgaria,BGR,T-48,Netherlands,NLD,1–4,1,4,-3,3,0,0,0-0,0,0,away team win,0,1,0,1974
254,WC-1974,1974 FIFA Men's World Cup,M-1974-22,Sweden vs Uruguay,group stage,Group 3,1,0,0,0,1974-06-23,16:00,S-085,Rheinstadion,Düsseldorf,Germany,T-74,Sweden,SWE,T-84,Uruguay,URY,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,1974
255,WC-1974,1974 FIFA Men's World Cup,M-1974-23,Argentina vs Haiti,group stage,Group 4,1,0,0,0,1974-06-23,16:00,S-096,Olympiastadion,Munich,Germany,T-03,Argentina,ARG,T-34,Haiti,HTI,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,1974
256,WC-1974,1974 FIFA Men's World Cup,M-1974-24,Poland vs Italy,group stage,Group 4,1,0,0,0,1974-06-23,16:00,S-099,Neckarstadion,Stuttgart,Germany,T-57,Poland,POL,T-41,Italy,ITA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1974
257,WC-1974,1974 FIFA Men's World Cup,M-1974-25,Yugoslavia vs West Germany,second group stage,Group B,1,0,0,0,1974-06-26,16:00,S-085,Rheinstadion,Düsseldorf,Germany,T-87,Yugoslavia,YUG,T-86,West Germany,DEU,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,1974
258,WC-1974,1974 FIFA Men's World Cup,M-1974-26,Brazil vs East Germany,second group stage,Group A,1,0,0,0,1974-06-26,19:30,S-090,Niedersachsenstadion,Hanover,Germany,T-09,Brazil,BRA,T-24,East Germany,DDR,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1974
259,WC-1974,1974 FIFA Men's World Cup,M-1974-27,Netherlands vs Argentina,second group stage,Group A,1,0,0,0,1974-06-26,19:30,S-088,Parkstadion,Gelsenkirchen,Germany,T-48,Netherlands,NLD,T-03,Argentina,ARG,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,1974
260,WC-1974,1974 FIFA Men's World Cup,M-1974-28,Sweden vs Poland,second group stage,Group B,1,0,0,0,1974-06-26,19:30,S-099,Neckarstadion,Stuttgart,Germany,T-74,Sweden,SWE,T-57,Poland,POL,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,1974
261,WC-1974,1974 FIFA Men's World Cup,M-1974-29,Argentina vs Brazil,second group stage,Group A,1,0,0,0,1974-06-30,16:00,S-090,Niedersachsenstadion,Hanover,Germany,T-03,Argentina,ARG,T-09,Brazil,BRA,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,1974
262,WC-1974,1974 FIFA Men's World Cup,M-1974-30,East Germany vs Netherlands,second group stage,Group A,1,0,0,0,1974-06-30,16:00,S-088,Parkstadion,Gelsenkirchen,Germany,T-24,East Germany,DDR,T-48,Netherlands,NLD,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,1974
263,WC-1974,1974 FIFA Men's World Cup,M-1974-31,Poland vs Yugoslavia,second group stage,Group B,1,0,0,0,1974-06-30,16:00,S-086,Waldstadion,Frankfurt,Germany,T-57,Poland,POL,T-87,Yugoslavia,YUG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1974
264,WC-1974,1974 FIFA Men's World Cup,M-1974-32,West Germany vs Sweden,second group stage,Group B,1,0,0,0,1974-06-30,19:30,S-085,Rheinstadion,Düsseldorf,Germany,T-86,West Germany,DEU,T-74,Sweden,SWE,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,1974
265,WC-1974,1974 FIFA Men's World Cup,M-1974-33,Poland vs West Germany,second group stage,Group B,1,0,0,0,1974-07-03,16:30,S-086,Waldstadion,Frankfurt,Germany,T-57,Poland,POL,T-86,West Germany,DEU,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,1974
266,WC-1974,1974 FIFA Men's World Cup,M-1974-34,Argentina vs East Germany,second group stage,Group A,1,0,0,0,1974-07-03,19:30,S-088,Parkstadion,Gelsenkirchen,Germany,T-03,Argentina,ARG,T-24,East Germany,DDR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1974
267,WC-1974,1974 FIFA Men's World Cup,M-1974-35,Netherlands vs Brazil,second group stage,Group A,1,0,0,0,1974-07-03,19:30,S-083,Westfalenstadion,Dortmund,Germany,T-48,Netherlands,NLD,T-09,Brazil,BRA,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,1974
268,WC-1974,1974 FIFA Men's World Cup,M-1974-36,Sweden vs Yugoslavia,second group stage,Group B,1,0,0,0,1974-07-03,19:30,S-085,Rheinstadion,Düsseldorf,Germany,T-74,Sweden,SWE,T-87,Yugoslavia,YUG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1974
269,WC-1974,1974 FIFA Men's World Cup,M-1974-37,Brazil vs Poland,third-place match,not applicable,0,1,0,0,1974-07-06,16:00,S-096,Olympiastadion,Munich,Germany,T-09,Brazil,BRA,T-57,Poland,POL,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,1974
270,WC-1974,1974 FIFA Men's World Cup,M-1974-38,Netherlands vs West Germany,final,not applicable,0,1,0,0,1974-07-07,16:00,S-096,Olympiastadion,Munich,Germany,T-48,Netherlands,NLD,T-86,West Germany,DEU,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,1974
271,WC-1978,1978 FIFA Men's World Cup,M-1978-01,West Germany vs Poland,group stage,Group 2,1,0,0,0,1978-06-01,15:00,S-002,Estadio Monumental,Buenos Aires,Argentina,T-86,West Germany,DEU,T-57,Poland,POL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1978
272,WC-1978,1978 FIFA Men's World Cup,M-1978-02,Italy vs France,group stage,Group 1,1,0,0,0,1978-06-02,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-41,Italy,ITA,T-30,France,FRA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1978
273,WC-1978,1978 FIFA Men's World Cup,M-1978-03,Tunisia vs Mexico,group stage,Group 2,1,0,0,0,1978-06-02,16:45,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-79,Tunisia,TUN,T-46,Mexico,MEX,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,1978
274,WC-1978,1978 FIFA Men's World Cup,M-1978-04,Argentina vs Hungary,group stage,Group 1,1,0,0,0,1978-06-02,19:15,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-36,Hungary,HUN,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1978
275,WC-1978,1978 FIFA Men's World Cup,M-1978-05,Austria vs Spain,group stage,Group 3,1,0,0,0,1978-06-03,13:45,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-05,Austria,AUT,T-73,Spain,ESP,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1978
276,WC-1978,1978 FIFA Men's World Cup,M-1978-06,Brazil vs Sweden,group stage,Group 3,1,0,0,0,1978-06-03,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,Brazil,BRA,T-74,Sweden,SWE,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1978
277,WC-1978,1978 FIFA Men's World Cup,M-1978-07,Netherlands vs Iran,group stage,Group 4,1,0,0,0,1978-06-03,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-48,Netherlands,NLD,T-38,Iran,IRN,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,1978
278,WC-1978,1978 FIFA Men's World Cup,M-1978-08,Peru vs Scotland,group stage,Group 4,1,0,0,0,1978-06-03,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-56,Peru,PER,T-64,Scotland,SCO,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,1978
279,WC-1978,1978 FIFA Men's World Cup,M-1978-09,Italy vs Hungary,group stage,Group 1,1,0,0,0,1978-06-06,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-41,Italy,ITA,T-36,Hungary,HUN,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,1978
280,WC-1978,1978 FIFA Men's World Cup,M-1978-10,Poland vs Tunisia,group stage,Group 2,1,0,0,0,1978-06-06,16:45,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-57,Poland,POL,T-79,Tunisia,TUN,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1978
281,WC-1978,1978 FIFA Men's World Cup,M-1978-11,West Germany vs Mexico,group stage,Group 2,1,0,0,0,1978-06-06,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-86,West Germany,DEU,T-46,Mexico,MEX,6–0,6,0,6,-6,0,0,0-0,0,0,home team win,1,0,0,1978
282,WC-1978,1978 FIFA Men's World Cup,M-1978-12,Argentina vs France,group stage,Group 1,1,0,0,0,1978-06-06,19:15,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-30,France,FRA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1978
283,WC-1978,1978 FIFA Men's World Cup,M-1978-13,Austria vs Sweden,group stage,Group 3,1,0,0,0,1978-06-07,13:45,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-05,Austria,AUT,T-74,Sweden,SWE,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1978
284,WC-1978,1978 FIFA Men's World Cup,M-1978-14,Brazil vs Spain,group stage,Group 3,1,0,0,0,1978-06-07,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,Brazil,BRA,T-73,Spain,ESP,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1978
285,WC-1978,1978 FIFA Men's World Cup,M-1978-15,Netherlands vs Peru,group stage,Group 4,1,0,0,0,1978-06-07,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-48,Netherlands,NLD,T-56,Peru,PER,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1978
286,WC-1978,1978 FIFA Men's World Cup,M-1978-16,Scotland vs Iran,group stage,Group 4,1,0,0,0,1978-06-07,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-64,Scotland,SCO,T-38,Iran,IRN,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1978
287,WC-1978,1978 FIFA Men's World Cup,M-1978-17,France vs Hungary,group stage,Group 1,1,0,0,0,1978-06-10,14:30,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-30,France,FRA,T-36,Hungary,HUN,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,1978
