tournament_id,year,team_name,pre_wc_matches,pre_wc_points_per_match,pre_wc_win_rate,pre_wc_goal_diff_per_match,pre_wc_goals_for_per_match,pre_wc_goals_against_per_match
WC-1998,1998,France,10,1.9,0.5,0.4,1.4,1.0
WC-1998,1998,Germany,12,2.4166666666666665,0.75,2.0,2.6666666666666665,0.6666666666666666
WC-1998,1998,Iran,21,1.2380952380952381,0.2857142857142857,0.38095238095238093,1.619047619047619,1.2380952380952381
WC-1998,1998,Italy,8,1.625,0.375,0.625,1.25,0.625
WC-1998,1998,Jamaica,30,1.6333333333333333,0.4,0.6666666666666666,1.3333333333333333,0.6666666666666666
WC-1998,1998,Japan,23,1.608695652173913,0.43478260869565216,1.0,2.0869565217391304,1.0869565217391304
WC-1998,1998,Mexico,26,1.6153846153846154,0.4230769230769231,0.6153846153846154,1.8461538461538463,1.2307692307692308
WC-1998,1998,Morocco,16,1.875,0.5625,0.8125,1.5625,0.75
WC-1998,1998,Netherlands,7,2.4285714285714284,0.7142857142857143,1.8571428571428572,2.5714285714285716,0.7142857142857143
WC-1998,1998,Nigeria,9,0.8888888888888888,0.2222222222222222,-1.0,0.5555555555555556,1.5555555555555556
WC-1998,1998,Norway,10,2.4,0.7,2.2,2.9,0.7
WC-1998,1998,Paraguay,20,0.85,0.2,-0.5,1.05,1.55
WC-1998,1998,Romania,10,2.1,0.6,1.8,2.9,1.1
WC-1998,1998,Saudi Arabia,21,1.4761904761904763,0.38095238095238093,-0.38095238095238093,0.9047619047619048,1.2857142857142858
WC-1998,1998,Scotland,6,1.3333333333333333,0.3333333333333333,0.5,1.3333333333333333,0.8333333333333334
WC-1998,1998,South Africa,17,1.0,0.23529411764705882,-0.35294117647058826,1.2352941176470589,1.588235294117647
WC-1998,1998,South Korea,30,1.9,0.5333333333333333,0.8,1.7,0.9
WC-1998,1998,Spain,6,2.1666666666666665,0.6666666666666666,1.5,2.3333333333333335,0.8333333333333334
WC-1998,1998,Tunisia,17,2.0588235294117645,0.6470588235294118,0.8823529411764706,1.8823529411764706,1.0
WC-1998,1998,United States,20,1.8,0.5,0.6,1.3,0.7
WC-1998,1998,Yugoslavia,0,,,,,
WC-1999,1999,Australia,0,,,,,
WC-1999,1999,Brazil,0,,,,,
WC-1999,1999,Canada,0,,,,,
WC-1999,1999,China,0,,,,,
WC-1999,1999,Denmark,0,,,,,
WC-1999,1999,Germany,0,,,,,
WC-1999,1999,Ghana,0,,,,,
WC-1999,1999,Italy,0,,,,,
WC-1999,1999,Japan,0,,,,,
WC-1999,1999,Mexico,0,,,,,
WC-1999,1999,Nigeria,0,,,,,
WC-1999,1999,North Korea,0,,,,,
WC-1999,1999,Norway,0,,,,,
WC-1999,1999,Russia,0,,,,,
WC-1999,1999,Sweden,0,,,,,
WC-1999,1999,United States,0,,,,,
WC-2002,2002,Argentina,9,2.111111111111111,0.5555555555555556,1.0,1.7777777777777777,0.7777777777777778
WC-2002,2002,Belgium,12,2.1666666666666665,0.6666666666666666,0.6666666666666666,1.4166666666666667,0.75
WC-2002,2002,Brazil,23,1.826086956521739,0.5652173913043478,1.2173913043478262,1.9130434782608696,0.6956521739130435
WC-2002,2002,Cameroon,18,1.8333333333333333,0.5,0.6111111111111112,1.3333333333333333,0.7222222222222222
WC-2002,2002,China,0,,,,,
WC-2002,2002,Costa Rica,22,1.7272727272727273,0.5,0.4090909090909091,1.3636363636363635,0.9545454545454546
WC-2002,2002,Croatia,12,1.9166666666666667,0.5,1.0,1.4166666666666667,0.4166666666666667
WC-2002,2002,Denmark,12,2.1666666666666665,0.6666666666666666,0.9166666666666666,1.8333333333333333,0.9166666666666666
WC-2002,2002,Ecuador,21,1.5714285714285714,0.42857142857142855,0.38095238095238093,1.0952380952380953,0.7142857142857143
WC-2002,2002,England,11,1.5454545454545454,0.36363636363636365,0.8181818181818182,1.9090909090909092,1.0909090909090908
WC-2002,2002,France,13,2.0,0.6153846153846154,1.0769230769230769,1.9230769230769231,0.8461538461538461
WC-2002,2002,Germany,13,1.8461538461538463,0.5384615384615384,1.6153846153846154,3.0,1.3846153846153846
WC-2002,2002,Italy,9,2.0,0.5555555555555556,0.4444444444444444,1.0,0.5555555555555556
WC-2002,2002,Japan,18,1.8333333333333333,0.5,0.5555555555555556,1.3333333333333333,0.7777777777777778
WC-2002,2002,Mexico,26,1.8461538461538463,0.5769230769230769,0.5384615384615384,1.5,0.9615384615384616
WC-2002,2002,Nigeria,19,2.1578947368421053,0.631578947368421,0.9473684210526315,1.5789473684210527,0.631578947368421
WC-2002,2002,Paraguay,15,1.1333333333333333,0.26666666666666666,-0.5333333333333333,1.3333333333333333,1.8666666666666667
WC-2002,2002,Poland,12,1.5833333333333333,0.4166666666666667,0.25,1.4166666666666667,1.1666666666666667
WC-2002,2002,Portugal,11,2.1818181818181817,0.6363636363636364,2.272727272727273,3.1818181818181817,0.9090909090909091
WC-2002,2002,Republic of Ireland,11,2.090909090909091,0.6363636363636364,1.1818181818181819,1.8181818181818181,0.6363636363636364
WC-2002,2002,Russia,12,1.4166666666666667,0.3333333333333333,0.5,1.4166666666666667,0.9166666666666666
WC-2002,2002,Saudi Arabia,28,1.9642857142857142,0.6071428571428571,0.7142857142857143,1.6428571428571428,0.9285714285714286
WC-2002,2002,Senegal,17,2.1176470588235294,0.6470588235294118,0.7647058823529411,1.3529411764705883,0.5882352941176471
WC-2002,2002,Slovenia,13,2.0,0.5384615384615384,0.5384615384615384,1.3846153846153846,0.8461538461538461
WC-2002,2002,South Africa,19,1.4736842105263157,0.3684210526315789,0.05263157894736842,0.7894736842105263,0.7368421052631579
WC-2002,2002,South Korea,23,1.391304347826087,0.34782608695652173,0.043478260869565216,1.1304347826086956,1.0869565217391304
WC-2002,2002,Spain,8,2.125,0.625,1.75,2.25,0.5
WC-2002,2002,Sweden,12,1.9166666666666667,0.5,1.25,2.0,0.75
WC-2002,2002,Tunisia,15,1.4,0.3333333333333333,0.9333333333333333,1.7333333333333334,0.8
WC-2002,2002,Turkey,12,1.75,0.5,0.9166666666666666,1.6666666666666667,0.75
WC-2002,2002,United States,22,1.5454545454545454,0.45454545454545453,0.5,1.3636363636363635,0.8636363636363636
WC-2002,2002,Uruguay,20,1.5,0.4,0.25,1.3,1.05
WC-2003,2003,Argentina,0,,,,,
WC-2003,2003,Australia,0,,,,,
WC-2003,2003,Brazil,0,,,,,
WC-2003,2003,Canada,0,,,,,
WC-2003,2003,China,0,,,,,
WC-2003,2003,France,0,,,,,
WC-2003,2003,Germany,0,,,,,
WC-2003,2003,Ghana,0,,,,,
WC-2003,2003,Japan,0,,,,,
WC-2003,2003,Nigeria,0,,,,,
WC-2003,2003,North Korea,0,,,,,
WC-2003,2003,Norway,0,,,,,
WC-2003,2003,Russia,0,,,,,
WC-2003,2003,South Korea,0,,,,,
WC-2003,2003,Sweden,0,,,,,
WC-2003,2003,United States,0,,,,,
WC-2006,2006,Angola,17,1.3529411764705883,0.35294117647058826,0.23529411764705882,1.411764705882353,1.1764705882352942
WC-2006,2006,Argentina,13,1.5384615384615385,0.46153846153846156,0.3076923076923077,1.7692307692307692,1.4615384615384615
WC-2006,2006,Australia,13,1.9230769230769231,0.6153846153846154,1.0769230769230769,2.230769230769231,1.1538461538461537
WC-2006,2006,Brazil,12,2.25,0.6666666666666666,2.25,2.9166666666666665,0.6666666666666666
WC-2006,2006,Costa Rica,17,1.1764705882352942,0.35294117647058826,-0.29411764705882354,1.2941176470588236,1.588235294117647
WC-2006,2006,Croatia,13,1.4615384615384615,0.38461538461538464,0.38461538461538464,1.5384615384615385,1.1538461538461537
WC-2006,2006,Czech Republic,11,2.0,0.6363636363636364,0.8181818181818182,1.6363636363636365,0.8181818181818182
WC-2006,2006,Ecuador,13,1.0,0.23076923076923078,-0.3076923076923077,0.8461538461538461,1.1538461538461537
WC-2006,2006,England,9,2.3333333333333335,0.7777777777777778,1.0,2.111111111111111,1.1111111111111112
WC-2006,2006,France,11,2.3636363636363638,0.7272727272727273,1.4545454545454546,2.0,0.5454545454545454
WC-2006,2006,Germany,16,1.75,0.5,0.875,2.5,1.625
WC-2006,2006,Ghana,14,1.6428571428571428,0.5,0.7142857142857143,1.5,0.7857142857142857
WC-2006,2006,Iran,8,2.0,0.625,1.375,2.625,1.25
WC-2006,2006,Italy,11,2.090909090909091,0.5454545454545454,1.0,1.8181818181818181,0.8181818181818182
WC-2006,2006,Ivory Coast,17,1.7058823529411764,0.47058823529411764,0.35294117647058826,1.4705882352941178,1.1176470588235294
WC-2006,2006,Japan,20,1.65,0.45,0.5,1.7,1.2
WC-2006,2006,Mexico,25,1.76,0.56,0.56,1.64,1.08
WC-2006,2006,Netherlands,10,2.1,0.6,0.8,1.5,0.7
WC-2006,2006,Paraguay,11,1.7272727272727273,0.45454545454545453,0.5454545454545454,1.3636363636363635,0.8181818181818182
WC-2006,2006,Poland,14,2.142857142857143,0.7142857142857143,0.8571428571428571,2.0,1.1428571428571428
WC-2006,2006,Portugal,10,2.6,0.8,2.3,2.6,0.3
WC-2006,2006,Saudi Arabia,18,0.9444444444444444,0.2222222222222222,-0.5,1.0555555555555556,1.5555555555555556
WC-2006,2006,Serbia and Montenegro,0,,,,,
WC-2006,2006,South Korea,20,1.65,0.45,0.45,1.1,0.65
WC-2006,2006,Spain,11,2.4545454545454546,0.7272727272727273,1.7272727272727273,2.3636363636363638,0.6363636363636364
WC-2006,2006,Sweden,11,1.5454545454545454,0.36363636363636365,0.2727272727272727,1.1818181818181819,0.9090909090909091
WC-2006,2006,Switzerland,11,1.8181818181818181,0.45454545454545453,0.8181818181818182,1.8181818181818181,1.0
WC-2006,2006,Togo,13,1.2307692307692308,0.38461538461538464,-0.3076923076923077,1.1538461538461537,1.4615384615384615
WC-2006,2006,Trinidad and Tobago,15,1.2666666666666666,0.3333333333333333,-0.3333333333333333,1.0666666666666667,1.4
WC-2006,2006,Tunisia,18,1.8888888888888888,0.5555555555555556,0.6111111111111112,1.5,0.8888888888888888
WC-2006,2006,Ukraine,11,1.8181818181818181,0.45454545454545453,1.0,1.4545454545454546,0.45454545454545453
WC-2006,2006,United States,22,2.0454545454545454,0.5909090909090909,0.9090909090909091,1.5909090909090908,0.6818181818181818
WC-2007,2007,Argentina,0,,,,,
WC-2007,2007,Australia,0,,,,,
WC-2007,2007,Brazil,0,,,,,
WC-2007,2007,Canada,0,,,,,
WC-2007,2007,China,0,,,,,
WC-2007,2007,Denmark,0,,,,,
WC-2007,2007,England,0,,,,,
WC-2007,2007,Germany,0,,,,,
WC-2007,2007,Ghana,0,,,,,
WC-2007,2007,Japan,0,,,,,
WC-2007,2007,New Zealand,0,,,,,
WC-2007,2007,Nigeria,0,,,,,
WC-2007,2007,North Korea,0,,,,,
WC-2007,2007,Norway,0,,,,,
WC-2007,2007,Sweden,0,,,,,
WC-2007,2007,United States,0,,,,,
WC-2010,2010,Algeria,15,1.6666666666666667,0.5333333333333333,-0.4,0.8666666666666667,1.2666666666666666
WC-2010,2010,Argentina,13,2.076923076923077,0.6923076923076923,0.8461538461538461,2.076923076923077,1.2307692307692308
WC-2010,2010,Australia,11,2.090909090909091,0.6363636363636364,0.45454545454545453,1.4545454545454546,1.0
WC-2010,2010,Brazil,15,2.6666666666666665,0.8666666666666667,1.6666666666666667,2.4,0.7333333333333333
WC-2010,2010,Cameroon,17,1.5294117647058822,0.4117647058823529,0.35294117647058826,1.5294117647058822,1.1764705882352942
WC-2010,2010,Chile,14,2.2857142857142856,0.7142857142857143,0.9285714285714286,1.8571428571428572,0.9285714285714286
WC-2010,2010,Denmark,11,1.0909090909090908,0.2727272727272727,0.0,0.9090909090909091,0.9090909090909091
WC-2010,2010,England,9,2.111111111111111,0.6666666666666666,1.2222222222222223,2.2222222222222223,1.0
WC-2010,2010,France,11,1.7272727272727273,0.45454545454545453,0.6363636363636364,1.4545454545454546,0.8181818181818182
WC-2010,2010,Germany,10,2.3,0.7,1.6,2.1,0.5
WC-2010,2010,Ghana,17,1.411764705882353,0.4117647058823529,0.0,1.1764705882352942,1.1764705882352942
WC-2010,2010,Greece,10,1.2,0.3,-0.3,1.1,1.4
WC-2010,2010,Honduras,19,1.5263157894736843,0.47368421052631576,0.3157894736842105,1.4210526315789473,1.105263157894737
WC-2010,2010,Italy,13,1.5384615384615385,0.38461538461538464,0.23076923076923078,1.1538461538461537,0.9230769230769231
WC-2010,2010,Ivory Coast,15,1.9333333333333333,0.5333333333333333,0.9333333333333333,1.8666666666666667,0.9333333333333333
WC-2010,2010,Japan,18,1.5,0.4444444444444444,0.5555555555555556,1.7777777777777777,1.2222222222222223
WC-2010,2010,Mexico,26,2.1923076923076925,0.6538461538461539,1.4230769230769231,2.0384615384615383,0.6153846153846154
WC-2010,2010,Netherlands,10,2.2,0.6,1.4,2.0,0.6
WC-2010,2010,New Zealand,10,1.1,0.3,-0.8,0.7,1.5
WC-2010,2010,Nigeria,14,1.8571428571428572,0.5,0.6428571428571429,1.5,0.8571428571428571
WC-2010,2010,North Korea,19,1.3157894736842106,0.3157894736842105,0.8947368421052632,1.894736842105263,1.0
WC-2010,2010,Paraguay,13,1.3846153846153846,0.38461538461538464,-0.07692307692307693,0.9230769230769231,1.0
WC-2010,2010,Portugal,11,2.6363636363636362,0.8181818181818182,1.8181818181818181,2.0,0.18181818181818182
WC-2010,2010,Serbia,11,2.090909090909091,0.6363636363636364,1.2727272727272727,2.0,0.7272727272727273
WC-2010,2010,Slovakia,10,1.5,0.4,0.3,1.2,0.9
WC-2010,2010,Slovenia,9,2.3333333333333335,0.7777777777777778,1.8888888888888888,2.5555555555555554,0.6666666666666666
WC-2010,2010,South Africa,26,1.3461538461538463,0.34615384615384615,0.34615384615384615,1.1153846153846154,0.7692307692307693
WC-2010,2010,South Korea,17,1.8823529411764706,0.5882352941176471,0.7647058823529411,1.5294117647058822,0.7647058823529411
WC-2010,2010,Spain,16,2.8125,0.9375,2.1875,3.0,0.8125
WC-2010,2010,Switzerland,9,1.1111111111111112,0.2222222222222222,0.1111111111111111,1.0,0.8888888888888888
WC-2010,2010,United States,24,1.5833333333333333,0.5,0.041666666666666664,1.7083333333333333,1.6666666666666667
WC-2010,2010,Uruguay,9,1.7777777777777777,0.5555555555555556,0.6666666666666666,1.5555555555555556,0.8888888888888888
WC-2011,2011,Australia,0,,,,,
WC-2011,2011,Brazil,0,,,,,
WC-2011,2011,Canada,0,,,,,
WC-2011,2011,Colombia,0,,,,,
WC-2011,2011,England,0,,,,,
WC-2011,2011,Equatorial Guinea,0,,,,,
WC-2011,2011,France,0,,,,,
WC-2011,2011,Germany,0,,,,,
WC-2011,2011,Japan,0,,,,,
WC-2011,2011,Mexico,0,,,,,
WC-2011,2011,New Zealand,0,,,,,
WC-2011,2011,Nigeria,0,,,,,
WC-2011,2011,North Korea,0,,,,,
WC-2011,2011,Norway,0,,,,,
WC-2011,2011,Sweden,0,,,,,
WC-2011,2011,United States,0,,,,,
WC-2014,2014,Algeria,8,2.375,0.75,0.875,1.75,0.875
WC-2014,2014,Argentina,10,2.3,0.7,1.6,2.3,0.7
WC-2014,2014,Australia,11,1.0,0.2727272727272727,-1.0,1.2727272727272727,2.272727272727273
WC-2014,2014,Belgium,10,1.8,0.5,0.7,1.7,1.0
WC-2014,2014,Bosnia & Herzegovina,9,1.6666666666666667,0.5555555555555556,0.1111111111111111,1.4444444444444444,1.3333333333333333
WC-2014,2014,Brazil,15,2.8,0.9333333333333333,2.533333333333333,2.933333333333333,0.4
WC-2014,2014,Cameroon,9,1.6666666666666667,0.4444444444444444,0.2222222222222222,1.3333333333333333,1.1111111111111112
WC-2014,2014,Chile,9,1.8888888888888888,0.5555555555555556,1.5555555555555556,2.5555555555555554,1.0
WC-2014,2014,Colombia,10,1.9,0.5,0.6,1.5,0.9
WC-2014,2014,Costa Rica,15,1.3333333333333333,0.4,0.13333333333333333,1.2,1.0666666666666667
WC-2014,2014,Croatia,10,1.8,0.5,0.3,1.4,1.1
WC-2014,2014,Ecuador,11,1.0,0.18181818181818182,-0.36363636363636365,1.1818181818181819,1.5454545454545454
WC-2014,2014,England,11,1.9090909090909092,0.5454545454545454,1.0,1.7272727272727273,0.7272727272727273
WC-2014,2014,France,11,2.1818181818181817,0.6363636363636364,2.3636363636363638,2.8181818181818183,0.45454545454545453
WC-2014,2014,Germany,11,2.272727272727273,0.6363636363636364,1.6363636363636365,2.5454545454545454,0.9090909090909091
WC-2014,2014,Ghana,13,1.5384615384615385,0.46153846153846156,0.6153846153846154,1.6923076923076923,1.0769230769230769
WC-2014,2014,Greece,11,2.1818181818181817,0.6363636363636364,0.7272727272727273,1.1818181818181819,0.45454545454545453
WC-2014,2014,Honduras,14,1.3571428571428572,0.35714285714285715,-0.42857142857142855,1.1428571428571428,1.5714285714285714
WC-2014,2014,Iran,10,2.1,0.6,1.0,1.7,0.7
WC-2014,2014,Italy,15,1.3333333333333333,0.26666666666666666,0.0,1.4666666666666666,1.4666666666666666
WC-2014,2014,Ivory Coast,10,1.3,0.3,0.0,1.7,1.7
WC-2014,2014,Japan,17,1.7058823529411764,0.5294117647058824,0.23529411764705882,2.176470588235294,1.9411764705882353
WC-2014,2014,Mexico,19,1.5789473684210527,0.5263157894736842,0.5789473684210527,1.8421052631578947,1.263157894736842
WC-2014,2014,Netherlands,11,1.8181818181818181,0.45454545454545453,1.0909090909090908,1.9090909090909092,0.8181818181818182
WC-2014,2014,Nigeria,15,1.6666666666666667,0.4666666666666667,0.6666666666666666,1.8,1.1333333333333333
WC-2014,2014,Portugal,11,2.1818181818181817,0.6363636363636364,1.2727272727272727,2.272727272727273,1.0
WC-2014,2014,Russia,11,2.1818181818181817,0.6363636363636364,1.2727272727272727,1.9090909090909092,0.6363636363636364
WC-2014,2014,South Korea,17,1.0588235294117647,0.29411764705882354,-0.47058823529411764,0.8823529411764706,1.3529411764705883
WC-2014,2014,Spain,15,2.3333333333333335,0.7333333333333333,1.5333333333333334,2.1333333333333333,0.6
WC-2014,2014,Switzerland,9,2.2222222222222223,0.6666666666666666,0.7777777777777778,1.7777777777777777,1.0
WC-2014,2014,United States,18,2.388888888888889,0.7777777777777778,1.2222222222222223,2.1666666666666665,0.9444444444444444
WC-2014,2014,Uruguay,15,2.0,0.6,1.3333333333333333,2.2666666666666666,0.9333333333333333
WC-2015,2015,Australia,0,,,,,
WC-2015,2015,Brazil,0,,,,,
WC-2015,2015,Cameroon,0,,,,,
WC-2015,2015,Canada,0,,,,,
WC-2015,2015,China,0,,,,,
WC-2015,2015,Colombia,0,,,,,
WC-2015,2015,Costa Rica,0,,,,,
WC-2015,2015,Ecuador,0,,,,,
WC-2015,2015,England,0,,,,,
WC-2015,2015,France,0,,,,,
WC-2015,2015,Germany,0,,,,,
WC-2015,2015,Ivory Coast,0,,,,,
WC-2015,2015,Japan,0,,,,,
WC-2015,2015,Mexico,0,,,,,
WC-2015,2015,Netherlands,0,,,,,
WC-2015,2015,New Zealand,0,,,,,
WC-2015,2015,Nigeria,0,,,,,
WC-2015,2015,Norway,0,,,,,
WC-2015,2015,South Korea,0,,,,,
WC-2015,2015,Spain,0,,,,,
WC-2015,2015,Sweden,0,,,,,
WC-2015,2015,Switzerland,0,,,,,
WC-2015,2015,Thailand,0,,,,,
WC-2015,2015,United States,0,,,,,
WC-2018,2018,Argentina,9,1.6666666666666667,0.4444444444444444,0.2222222222222222,1.5555555555555556,1.3333333333333333
WC-2018,2018,Australia,13,1.5384615384615385,0.38461538461538464,0.23076923076923078,1.4615384615384615,1.2307692307692308
WC-2018,2018,Belgium,10,2.6,0.8,2.6,3.4,0.8
WC-2018,2018,Brazil,10,2.4,0.7,1.6,1.8,0.2
WC-2018,2018,Colombia,9,1.2222222222222223,0.2222222222222222,0.3333333333333333,1.2222222222222223,0.8888888888888888
WC-2018,2018,Costa Rica,16,1.3125,0.375,-0.25,1.0,1.25
WC-2018,2018,Croatia,10,1.7,0.5,0.3,1.1,0.8
WC-2018,2018,Denmark,11,2.0,0.5454545454545454,1.2727272727272727,1.6363636363636365,0.36363636363636365
WC-2018,2018,Egypt,9,1.0,0.2222222222222222,-0.4444444444444444,0.6666666666666666,1.1111111111111112
WC-2018,2018,England,10,2.4,0.7,1.1,1.4,0.3
WC-2018,2018,France,11,2.1818181818181817,0.6363636363636364,1.1818181818181819,2.0,0.8181818181818182
WC-2018,2018,Germany,15,2.066666666666667,0.6,1.2666666666666666,2.2666666666666666,1.0
WC-2018,2018,Iceland,12,1.4166666666666667,0.4166666666666667,0.6666666666666666,2.0,1.3333333333333333
WC-2018,2018,Iran,12,2.0,0.5833333333333334,0.75,1.4166666666666667,0.6666666666666666
WC-2018,2018,Japan,14,1.2142857142857142,0.35714285714285715,-0.35714285714285715,1.2857142857142858,1.6428571428571428
WC-2018,2018,Mexico,23,1.7826086956521738,0.5217391304347826,0.34782608695652173,1.391304347826087,1.0434782608695652
WC-2018,2018,Morocco,10,2.6,0.8,1.9,2.3,0.4
WC-2018,2018,Nigeria,10,1.4,0.4,0.1,1.3,1.2
WC-2018,2018,Panama,16,1.3125,0.375,-0.0625,1.1875,1.25
WC-2018,2018,Peru,11,2.272727272727273,0.6363636363636364,1.1818181818181819,1.5454545454545454,0.36363636363636365
WC-2018,2018,Poland,10,1.7,0.5,0.9,2.2,1.3
WC-2018,2018,Portugal,16,2.1875,0.625,1.1875,1.875,0.6875
WC-2018,2018,Russia,11,0.8181818181818182,0.18181818181818182,-0.45454545454545453,1.1818181818181819,1.6363636363636365
WC-2018,2018,Saudi Arabia,18,1.1111111111111112,0.3333333333333333,-0.5555555555555556,1.1111111111111112,1.6666666666666667
WC-2018,2018,Senegal,10,1.7,0.4,0.6,1.2,0.6
WC-2018,2018,Serbia,10,1.9,0.6,1.0,1.8,0.8
WC-2018,2018,South Korea,18,1.3333333333333333,0.3333333333333333,-0.05555555555555555,1.2777777777777777,1.3333333333333333
WC-2018,2018,Spain,10,2.4,0.7,2.6,3.2,0.6
WC-2018,2018,Sweden,12,1.3333333333333333,0.3333333333333333,0.75,1.5,0.75
WC-2018,2018,Switzerland,10,2.3,0.7,1.7,2.2,0.5
WC-2018,2018,Tunisia,9,1.7777777777777777,0.4444444444444444,0.5555555555555556,1.5555555555555556,1.0
WC-2018,2018,Uruguay,9,2.0,0.5555555555555556,0.8888888888888888,1.4444444444444444,0.5555555555555556
WC-2019,2019,Argentina,0,,,,,
WC-2019,2019,Australia,0,,,,,
WC-2019,2019,Brazil,0,,,,,
WC-2019,2019,Cameroon,0,,,,,
WC-2019,2019,Canada,0,,,,,
WC-2019,2019,Chile,0,,,,,
WC-2019,2019,China,0,,,,,
WC-2019,2019,England,0,,,,,
WC-2019,2019,France,0,,,,,
WC-2019,2019,Germany,0,,,,,
WC-2019,2019,Italy,0,,,,,
WC-2019,2019,Jamaica,0,,,,,
WC-2019,2019,Japan,0,,,,,
WC-2019,2019,Netherlands,0,,,,,
WC-2019,2019,New Zealand,0,,,,,
WC-2019,2019,Nigeria,0,,,,,
WC-2019,2019,Norway,0,,,,,
WC-2019,2019,Scotland,0,,,,,
WC-2019,2019,South Africa,0,,,,,
WC-2019,2019,South Korea,0,,,,,
WC-2019,2019,Spain,0,,,,,
WC-2019,2019,Sweden,0,,,,,
WC-2019,2019,Thailand,0,,,,,
WC-2019,2019,United States,0,,,,,
WC-2022,2022,Argentina,9,2.7777777777777777,0.8888888888888888,2.6666666666666665,2.888888888888889,0.2222222222222222
WC-2022,2022,Australia,9,1.8888888888888888,0.5555555555555556,0.6666666666666666,1.4444444444444444,0.7777777777777778
WC-2022,2022,Belgium,9,1.5555555555555556,0.4444444444444444,0.5555555555555556,1.8888888888888888,1.3333333333333333
WC-2022,2022,Brazil,8,2.75,0.875,3.0,3.375,0.375
WC-2022,2022,Cameroon,14,1.6428571428571428,0.42857142857142855,0.35714285714285715,1.3571428571428572,1.0
WC-2022,2022,Canada,12,1.8333333333333333,0.5833333333333334,1.0,1.75,0.75
WC-2022,2022,Costa Rica,12,2.4166666666666665,0.75,0.8333333333333334,1.3333333333333333,0.5
WC-2022,2022,Croatia,9,2.2222222222222223,0.6666666666666666,0.4444444444444444,1.3333333333333333,0.8888888888888888
WC-2022,2022,Denmark,8,1.875,0.625,0.625,1.75,1.125
WC-2022,2022,Ecuador,11,1.2727272727272727,0.18181818181818182,0.0,0.6363636363636364,0.6363636363636364
WC-2022,2022,England,8,1.125,0.25,-0.25,1.125,1.375
WC-2022,2022,France,8,1.375,0.375,0.5,1.5,1.0
WC-2022,2022,Germany,9,1.5555555555555556,0.3333333333333333,0.5555555555555556,1.6666666666666667,1.1111111111111112
WC-2022,2022,Ghana,13,1.0769230769230769,0.23076923076923078,-0.38461538461538464,0.9230769230769231,1.3076923076923077
WC-2022,2022,Iran,9,1.7777777777777777,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.7777777777777778
WC-2022,2022,Japan,14,1.9285714285714286,0.5714285714285714,1.2857142857142858,1.9285714285714286,0.6428571428571429
WC-2022,2022,Mexico,18,1.6666666666666667,0.4444444444444444,0.4444444444444444,1.2222222222222223,0.7777777777777778
WC-2022,2022,Morocco,17,2.176470588235294,0.6470588235294118,1.1764705882352942,1.9411764705882353,0.7647058823529411
WC-2022,2022,Netherlands,8,2.5,0.75,1.25,2.375,1.125
WC-2022,2022,Poland,9,1.5555555555555556,0.4444444444444444,-0.3333333333333333,1.1111111111111112,1.4444444444444444
WC-2022,2022,Portugal,9,2.111111111111111,0.6666666666666666,1.7777777777777777,2.2222222222222223,0.4444444444444444
WC-2022,2022,Qatar,14,2.142857142857143,0.6428571428571429,0.9285714285714286,1.5714285714285714,0.6428571428571429
WC-2022,2022,Saudi Arabia,17,1.1176470588235294,0.23529411764705882,-0.17647058823529413,0.47058823529411764,0.6470588235294118
WC-2022,2022,Senegal,16,1.875,0.5,0.6875,1.375,0.6875
WC-2022,2022,Serbia,9,2.111111111111111,0.6666666666666666,1.1111111111111112,2.111111111111111,1.0
WC-2022,2022,South Korea,16,2.1875,0.6875,1.125,2.0625,0.9375
WC-2022,2022,Spain,9,2.2222222222222223,0.6666666666666666,1.2222222222222223,2.0,0.7777777777777778
WC-2022,2022,Switzerland,9,1.1111111111111112,0.3333333333333333,-0.6666666666666666,0.8888888888888888,1.5555555555555556
WC-2022,2022,Tunisia,20,1.9,0.6,0.7,1.4,0.7
WC-2022,2022,United States,13,1.6923076923076923,0.46153846153846156,0.8461538461538461,1.4615384615384615,0.6153846153846154
WC-2022,2022,Uruguay,9,2.4444444444444446,0.7777777777777778,1.7777777777777777,2.0,0.2222222222222222
WC-2022,2022,Wales,9,0.8888888888888888,0.2222222222222222,-0.3333333333333333,1.1111111111111112,1.4444444444444444
